IRIS,Population Active,Pop 15-24,Pop 25-54,Pop 55-64,Revenus Q1,Revenus Medians,Revenus Q3
593500207,1527,304,1016,207,11380.0,16890.0,26000.0
593500302,203,75,89,38,,,
593500303,2547,1630,811,107,10780.0,15890.0,24750.0
593500304,1817,1106,522,188,11190.0,16340.0,23900.0
593500305,2900,2135,659,106,15130.0,23140.0,34730.0
593500306,2191,1057,970,165,15070.0,22930.0,33110.0
593500307,1984,665,1096,223,14780.0,22630.0,30960.0
593500308,2539,1094,1292,153,15630.0,23490.0,34260.0
593500309,1821,1132,546,143,15590.0,24140.0,35900.0
593500310,84,5,72,7,,,
593500401,1737,805,807,125,11940.0,18490.0,26820.0
593500402,1585,378,957,251,10490.0,14010.0,20510.0
593500403,1519,497,858,164,10890.0,14430.0,18980.0
593500404,2956,1395,1373,187,12370.0,19440.0,27940.0
593500405,1950,939,885,126,17820.0,26590.0,36830.0
593500406,3376,1541,1591,244,14750.0,22080.0,31070.0
593500407,2718,1507,1059,152,14820.0,23220.0,32480.0
593500408,1880,666,1065,150,11020.0,16710.0,23490.0
593500409,2007,720,1156,131,14000.0,22690.0,33590.0
593500410,1578,476,1010,92,13540.0,20800.0,29950.0
593500501,24,12,8,4,,,
593500502,1768,601,995,172,10160.0,13870.0,20440.0
593500503,2031,732,1113,185,11130.0,16100.0,22920.0
593500504,2922,1428,1287,206,10360.0,13860.0,19580.0
593500506,4095,1322,2452,321,11860.0,16670.0,23430.0
593500507,1138,355,681,102,9890.0,12130.0,16150.0
593500508,2113,600,1294,219,11430.0,16110.0,23460.0
593500601,1690,446,995,249,13680.0,19640.0,25350.0
593500602,1112,265,698,150,8820.0,11220.0,13940.0
593500603,985,180,686,118,9740.0,12520.0,16340.0
593500604,1063,258,672,133,8650.0,10620.0,12900.0
593500701,786,578,199,9,,,
593500702,1108,357,571,180,11200.0,15260.0,21290.0
593500703,1775,404,1165,206,11010.0,14880.0,21230.0
593500704,1385,383,806,196,9470.0,12650.0,17190.0
593500705,1330,263,881,186,9530.0,11670.0,14640.0
593500706,1078,313,614,151,10400.0,12690.0,17590.0
593500707,1167,260,738,169,11170.0,14160.0,19630.0
593500709,376,87,267,22,,,
593500710,3116,893,1817,406,13410.0,18750.0,25870.0
593500711,1304,310,776,218,10580.0,13290.0,18440.0
593500801,1016,181,686,149,18410.0,24910.0,32000.0
593500802,2153,474,1416,262,16400.0,23680.0,32270.0
593500803,1852,468,1190,194,13100.0,19040.0,26600.0
593500804,958,220,588,150,10200.0,13210.0,18220.0
593500901,1718,286,1158,274,21690.0,30320.0,40960.0
593500902,1300,272,819,209,21090.0,28380.0,40170.0
593500903,1202,176,817,209,15300.0,20560.0,28800.0
593500904,0,0,0,0,,,
593500905,1652,380,1105,167,18080.0,25870.0,36530.0
593500906,2086,496,1351,239,13420.0,22050.0,32950.0
593500907,1889,363,1313,214,14210.0,22550.0,31390.0
593500908,1648,536,852,261,13560.0,22800.0,36230.0
593501001,1634,600,876,157,11330.0,16010.0,24020.0
593501002,2117,620,1292,206,10780.0,14900.0,21450.0
593501003,2356,584,1485,287,10860.0,14960.0,22210.0
593501004,1453,447,839,167,12460.0,19710.0,26760.0
593501005,1399,362,859,178,12630.0,18350.0,26330.0
593501006,1535,350,958,227,12290.0,17670.0,26080.0
593501007,2313,534,1489,290,12520.0,18180.0,25380.0
593501008,1703,392,1075,236,12260.0,16130.0,22190.0
593502401,34,0,30,4,,,
593502402,803,178,480,145,11330.0,16450.0,22610.0
593502403,1577,336,1007,234,15680.0,21640.0,27890.0
593502404,1197,255,775,168,14310.0,20010.0,25720.0
593502405,339,51,217,71,,,
593502501,1282,365,741,177,17350.0,22400.0,27860.0
593502502,1592,421,961,210,15620.0,20390.0,27870.0
593502503,1987,446,1299,242,13200.0,17630.0,23360.0
593502601,1331,306,800,224,11030.0,14540.0,19360.0
593502602,1204,247,728,229,16850.0,21190.0,26910.0
593502603,1185,211,702,271,17920.0,22850.0,28920.0
593502701,285,38,149,98,,,
593502702,1083,258,649,176,14920.0,19310.0,24730.0
593502703,1162,289,684,188,18130.0,22870.0,29670.0
593502704,1199,291,680,229,16630.0,22710.0,29760.0
593502705,949,165,563,221,17100.0,22890.0,30910.0
593502706,0,0,0,0,,,
593502801,2115,409,1365,341,14390.0,19590.0,26000.0
593502802,1504,401,846,256,13960.0,18850.0,26180.0
593502901,1270,224,838,208,13280.0,17700.0,23240.0
593502902,1339,260,840,239,15880.0,20930.0,27700.0
593502903,1501,266,965,270,16250.0,20970.0,26040.0
593502904,1018,197,590,231,13470.0,17310.0,23180.0
593503001,1689,266,1185,239,15280.0,20240.0,26430.0
593503002,1227,252,781,193,13390.0,17760.0,22780.0
593503003,1457,298,974,185,12220.0,16280.0,21160.0
751010101,670,136,415,119,,,
751010102,113,19,76,18,,,
751010103,151,16,104,31,,,
751010104,3,0,3,0,,,
751010105,0,0,0,0,,,
751010199,0,0,0,0,,,
751010201,1557,260,1079,218,18670.0,30060.0,46890.0
751010202,1269,193,889,187,21920.0,36990.0,58870.0
751010203,1708,334,1179,196,20620.0,32890.0,55010.0
751010204,1600,327,1014,258,19730.0,30230.0,47770.0
751010205,0,0,0,0,,,
751010206,414,41,318,55,,,
751010301,1795,301,1180,314,20550.0,36030.0,59850.0
751010302,94,3,69,22,,,
751010303,218,36,159,22,,,
751010401,834,149,528,157,25330.0,44090.0,71670.0
751010402,988,183,659,146,22130.0,36780.0,66010.0
751020501,830,169,512,149,,,
751020502,160,15,113,33,,,
751020503,183,36,118,28,,,
751020601,1444,219,1021,204,22180.0,35900.0,59650.0
751020602,987,137,715,135,21610.0,36060.0,53180.0
751020701,1258,162,924,172,20270.0,34270.0,54680.0
751020702,1433,222,1044,168,21500.0,34320.0,53920.0
751020703,1725,253,1275,197,18760.0,32380.0,51840.0
751020704,637,88,461,88,,,
751020801,1739,232,1322,185,15020.0,28750.0,47890.0
751020802,1318,174,992,152,21200.0,35180.0,52910.0
751020803,1341,178,978,185,19100.0,31350.0,48760.0
751020804,1448,254,1061,132,17200.0,29980.0,46260.0
751020805,1696,262,1273,161,17440.0,27980.0,44520.0
751030901,1405,246,990,169,17140.0,31140.0,47410.0
751030902,1553,302,1099,152,17910.0,30780.0,46320.0
751030903,1471,270,991,211,20620.0,32300.0,49690.0
751030904,1546,225,1189,131,16500.0,27880.0,43540.0
751030905,1374,261,945,169,19600.0,32800.0,51260.0
751031001,1732,288,1218,225,19790.0,31290.0,50450.0
751031002,1695,263,1186,246,21030.0,36220.0,56800.0
751031003,1760,248,1244,268,21500.0,35390.0,57030.0
751031004,1376,208,976,192,20230.0,35860.0,59470.0
751031101,1599,246,1159,194,20700.0,35990.0,58260.0
751031102,1131,185,800,146,23000.0,40470.0,65620.0
751031103,1068,173,754,142,21040.0,35370.0,62060.0
751031104,1855,305,1254,295,23240.0,37100.0,59960.0
751031201,1503,256,1029,218,17930.0,31000.0,50380.0
751031202,1431,231,938,263,18820.0,32080.0,50500.0
751031203,1312,210,912,190,19380.0,30090.0,45650.0
751031204,1720,283,1264,173,16970.0,29180.0,43190.0
751041301,1282,209,803,270,19770.0,33590.0,51250.0
751041302,1674,294,1169,211,20370.0,33040.0,51010.0
751041303,1410,234,892,284,17800.0,30290.0,49370.0
751041304,280,30,217,33,,,
751041305,0,0,0,0,,,
751041399,0,0,0,0,,,
751041401,2233,497,1373,363,15010.0,24460.0,38950.0
751041402,1663,280,1136,248,20090.0,30590.0,49580.0
751041403,1834,288,1222,325,19670.0,31540.0,49060.0
751041404,1270,204,849,217,20000.0,30460.0,49440.0
751041499,0,0,0,0,,,
751041501,2376,486,1535,355,19720.0,29160.0,46040.0
751041502,1060,155,741,164,21640.0,34540.0,55620.0
751041503,1443,325,919,199,23810.0,37610.0,60580.0
751041504,1283,199,843,241,21420.0,34830.0,55710.0
751041588,0,0,0,0,,,
751041599,0,0,0,0,,,
751041601,1681,414,963,304,21880.0,39260.0,64630.0
751041602,418,86,275,58,,,
751041603,100,28,63,8,,,
751041699,0,0,0,0,,,
751051701,1576,356,991,229,20930.0,33550.0,50250.0
751051702,1192,273,749,170,22980.0,36030.0,52050.0
751051703,1832,548,1046,239,22450.0,31960.0,46340.0
751051704,1940,395,1275,270,22390.0,35490.0,53330.0
751051705,1296,231,822,244,21980.0,36820.0,58120.0
751051706,14,1,7,6,,,
751051799,70,0,70,0,,,
751051801,1098,205,740,153,24550.0,35880.0,50450.0
751051802,1665,376,1048,241,21310.0,33270.0,48220.0
751051803,1615,433,927,255,21560.0,32980.0,47830.0
751051804,1415,331,832,252,18710.0,27890.0,45920.0
751051805,2045,448,1262,336,19630.0,29810.0,42990.0
751051806,1375,323,858,194,18430.0,29840.0,43610.0
751051807,1568,351,951,265,21040.0,30640.0,43770.0
751051808,1169,287,744,138,24670.0,36350.0,53180.0
751051809,0,0,0,0,,,
751051899,0,0,0,0,,,
751051901,1938,573,1071,294,22870.0,35720.0,51780.0
751051902,1204,254,736,214,21700.0,37100.0,55470.0
751051903,1693,523,925,245,22550.0,37640.0,55960.0
751051904,1448,687,532,229,27240.0,42280.0,65670.0
751051905,1718,615,803,299,27320.0,47440.0,78940.0
751051906,1588,488,809,291,22680.0,37010.0,59340.0
751051907,1677,738,727,213,21540.0,34320.0,57430.0
751051908,2227,662,1166,399,20030.0,34080.0,50570.0
751052001,2019,660,1094,264,19390.0,31480.0,50380.0
751052002,1139,318,637,184,23500.0,40120.0,66710.0
751052003,1318,389,738,191,17780.0,30860.0,47490.0
751052004,2067,475,1167,425,20150.0,34020.0,53900.0
751052005,467,335,100,32,,,
751052099,0,0,0,0,,,
751062101,1213,398,608,206,23440.0,38850.0,65930.0
751062102,1327,361,770,196,19310.0,32690.0,54580.0
751062103,1293,359,719,215,21690.0,34490.0,58310.0
751062199,0,0,0,0,,,
751062201,1090,345,519,225,25890.0,47060.0,84900.0
751062202,923,216,529,178,24860.0,42310.0,74540.0
751062203,1718,418,1083,217,21600.0,35900.0,62170.0
751062204,1942,771,910,261,22760.0,38120.0,64420.0
751062205,0,0,0,0,,,
751062301,968,194,584,190,27250.0,46120.0,73350.0
751062302,1236,397,657,183,27510.0,46970.0,82000.0
751062303,1114,324,575,215,24310.0,41680.0,68600.0
751062304,1011,248,559,205,26900.0,48210.0,83040.0
751062305,2131,965,914,253,25600.0,43680.0,69040.0
751062306,1710,404,1008,298,26470.0,41930.0,65990.0
751062307,1178,283,739,156,24690.0,41210.0,67880.0
751062308,1892,486,1145,261,24200.0,38640.0,62270.0
751062309,1386,372,738,276,19460.0,35910.0,62340.0
751062310,1418,383,775,260,22800.0,41090.0,73190.0
751062311,974,228,586,161,27680.0,46470.0,78150.0
751062401,1143,240,700,203,24610.0,38450.0,66550.0
751062402,1669,323,989,357,20370.0,38020.0,71910.0
751062499,0,0,0,0,,,
751072501,1194,294,601,299,27840.0,50340.0,96970.0
751072502,938,190,553,195,28970.0,51690.0,87400.0
751072503,1171,209,727,235,24970.0,44510.0,79400.0
751072504,1057,273,574,210,24750.0,43860.0,91260.0
751072505,1014,207,595,213,22290.0,42240.0,85660.0
751072506,1411,334,760,317,25030.0,45020.0,83950.0
751072507,0,0,0,0,,,
751072508,11,0,8,3,,,
751072599,0,0,0,0,,,
751072601,1306,246,805,255,27430.0,45430.0,81720.0
751072602,844,191,486,167,25820.0,48680.0,86590.0
751072603,463,84,290,90,,,
751072604,776,138,464,174,27260.0,48640.0,96580.0
751072605,0,0,0,0,,,
751072606,100,7,64,29,,,
751072699,0,0,0,0,,,
751072701,1767,398,1004,365,22920.0,41300.0,66620.0
751072702,1217,310,682,225,25210.0,43140.0,73160.0
751072703,1042,245,590,208,31580.0,55230.0,88280.0
751072704,1082,214,690,179,30390.0,49350.0,84980.0
751072705,1005,204,555,246,31810.0,55660.0,91340.0
751072706,1181,318,704,159,23720.0,38600.0,74910.0
751072707,124,49,64,11,,,
751072801,1472,277,966,229,26900.0,41190.0,65090.0
751072802,1338,283,857,198,25700.0,41740.0,67180.0
751072803,1197,298,778,121,19680.0,32710.0,54850.0
751072804,2073,405,1310,359,22130.0,38630.0,63310.0
751072805,2337,629,1524,184,21840.0,35010.0,56990.0
751072806,868,207,462,199,29570.0,64670.0,121540.0
751072807,1267,257,733,277,30900.0,60950.0,107990.0
751072808,893,191,523,179,30250.0,51580.0,84460.0
751072809,1209,276,680,253,26560.0,44500.0,75960.0
751072810,1872,425,1079,369,22170.0,38450.0,63930.0
751072811,1225,268,719,238,27100.0,53730.0,108540.0
751072812,0,0,0,0,,,
751072899,0,0,0,0,,,
751082901,535,164,267,104,,,
751082902,453,109,250,94,,,
751082903,305,73,188,44,,,
751082904,90,11,75,4,,,
751082905,306,61,156,89,,,
751082906,1,0,1,0,,,
751082907,11,4,4,3,,,
751082999,0,0,0,0,,,
751083001,1229,267,747,215,26540.0,46000.0,81850.0
751083002,2241,523,1348,370,22580.0,45390.0,80910.0
751083003,471,106,292,73,,,
751083004,1267,264,786,216,21440.0,38220.0,67120.0
751083005,917,187,548,182,16110.0,30380.0,61900.0
751083006,407,78,280,50,,,
751083101,101,6,84,11,,,
751083102,239,44,134,60,,,
751083103,616,108,411,97,,,
751083104,590,170,325,95,,,
751083105,1031,191,684,155,25040.0,44900.0,74860.0
751083106,849,235,503,111,25840.0,43390.0,70300.0
751083107,244,42,161,42,,,
751083108,320,51,232,37,,,
751083201,1372,314,844,214,24550.0,43340.0,71510.0
751083202,1233,259,731,242,26080.0,49180.0,81280.0
751083203,1079,218,636,225,28760.0,52560.0,95470.0
751083204,1844,459,1079,306,28850.0,52000.0,84840.0
751083205,2206,570,1304,332,30030.0,50390.0,75880.0
751083206,1928,363,1309,257,26470.0,40830.0,62650.0
751083207,1547,251,1062,234,27800.0,45610.0,71360.0
751083208,556,106,368,82,,,
751083209,606,114,375,117,25760.0,44720.0,74740.0
751083210,513,113,307,93,28400.0,51380.0,107880.0
751093301,1149,195,798,156,24600.0,38730.0,57820.0
751093302,1207,227,833,147,27190.0,42140.0,65960.0
751093303,1302,251,875,176,23570.0,37890.0,61130.0
751093304,1498,299,927,273,28840.0,45330.0,70670.0
751093305,1422,282,931,209,25740.0,43050.0,65610.0
751093306,1608,280,1063,265,23030.0,38000.0,59360.0
751093307,2289,305,1665,319,23120.0,37300.0,57290.0
751093308,1357,172,1051,134,17300.0,29480.0,45530.0
751093309,1581,330,1055,197,17220.0,30900.0,51980.0
751093310,1110,167,697,245,24090.0,40290.0,66680.0
751093311,406,99,281,25,,,
751093401,107,13,79,15,,,
751093402,74,7,64,4,,,
751093403,974,173,665,136,21280.0,38350.0,62610.0
751093404,41,13,21,7,,,
751093405,280,47,211,22,,,
751093406,72,4,53,15,,,
751093407,921,127,647,146,20660.0,35700.0,56130.0
751093408,782,215,506,61,,,
751093409,481,47,370,63,,,
751093501,2349,422,1646,282,16400.0,29400.0,47770.0
751093502,1663,269,1174,220,20670.0,34090.0,55480.0
751093503,3072,476,2209,388,21200.0,36340.0,56320.0
751093504,1330,240,894,195,21910.0,36870.0,56240.0
751093601,1637,272,1148,218,21470.0,33890.0,53690.0
751093602,2329,423,1668,238,19900.0,33180.0,51740.0
751093603,1228,203,864,162,19830.0,30970.0,46650.0
751093604,1256,187,912,157,23300.0,36150.0,53860.0
751093605,1585,205,1217,162,22110.0,35340.0,52150.0
751093606,1541,257,1127,157,23200.0,35960.0,54530.0
751093607,1625,252,1171,202,17840.0,31790.0,48160.0
751093608,1805,211,1333,261,22280.0,37610.0,58890.0
751093609,1388,203,969,216,21880.0,35090.0,51970.0
751093610,1819,304,1291,224,19450.0,31660.0,48170.0
751103701,1582,255,1183,144,19610.0,29970.0,45230.0
751103702,1552,270,1146,136,15090.0,26550.0,38690.0
751103703,1845,285,1366,195,17100.0,28100.0,42700.0
751103704,2076,259,1566,251,20900.0,35260.0,51410.0
751103705,1669,312,1096,260,22880.0,36820.0,55010.0
751103706,1897,279,1341,277,19050.0,31440.0,46900.0
751103707,2032,439,1311,282,15730.0,26430.0,39790.0
751103708,1391,257,976,157,16260.0,28030.0,40340.0
751103709,1921,263,1365,293,15380.0,25080.0,36780.0
751103710,29,1,18,10,,,
751103711,0,0,0,0,,,
751103712,462,72,312,77,,,
751103801,1449,175,1076,198,15750.0,28860.0,41910.0
751103802,1299,191,918,190,12150.0,22030.0,38270.0
751103803,2323,286,1756,280,19330.0,31390.0,49790.0
751103804,2235,317,1608,310,17610.0,30180.0,47220.0
751103805,1825,270,1380,175,18640.0,28960.0,45740.0
751103806,2780,425,1977,378,18990.0,32730.0,50610.0
751103901,1514,194,1086,234,16860.0,27710.0,42770.0
751103902,1815,314,1281,219,20850.0,34450.0,48930.0
751103903,1325,223,954,148,21670.0,31960.0,46880.0
751103904,1779,290,1155,334,18640.0,31350.0,48970.0
751103905,1524,181,1171,172,17180.0,29950.0,43960.0
751103906,1760,271,1288,202,17720.0,28370.0,43700.0
751103907,1481,165,1164,152,16990.0,27730.0,40710.0
751103908,2231,297,1609,325,17240.0,27800.0,41700.0
751103909,1582,190,1240,152,16620.0,27620.0,40960.0
751103910,1605,235,1172,199,18410.0,30910.0,45410.0
751103988,0,0,0,0,,,
751104001,2132,382,1479,272,12550.0,19990.0,32010.0
751104002,2634,549,1578,507,13100.0,20580.0,32380.0
751104003,2015,282,1510,223,14680.0,25440.0,39320.0
751104004,1126,171,860,94,12740.0,21840.0,33890.0
751104005,1485,225,1075,186,11370.0,18930.0,29220.0
751104006,2113,235,1634,244,15700.0,24430.0,37830.0
751104007,2568,483,1685,400,14850.0,23030.0,34250.0
751104008,2138,328,1479,332,15460.0,24410.0,36910.0
751104009,1715,343,1195,177,18280.0,28800.0,43060.0
751104010,1378,276,759,343,14860.0,22400.0,35200.0
751104011,1913,374,1304,235,12490.0,22250.0,34100.0
751104012,198,14,134,49,,,
751104088,0,0,0,0,,,
751114101,2316,430,1506,379,14760.0,24120.0,37780.0
751114102,1997,302,1447,248,13780.0,23620.0,35640.0
751114103,1286,213,901,172,16310.0,26920.0,42160.0
751114104,1254,176,918,160,19050.0,31680.0,46130.0
751114105,1339,226,899,214,20620.0,33500.0,52490.0
751114106,1901,270,1446,186,19870.0,32090.0,50230.0
751114107,2028,264,1512,251,21230.0,32540.0,46070.0
751114108,1783,261,1282,240,19570.0,28830.0,42270.0
751114109,2252,404,1560,288,13580.0,22740.0,34830.0
751114110,1225,172,879,174,11710.0,18620.0,30680.0
751114111,1055,248,630,177,12060.0,18180.0,26350.0
751114112,1329,227,787,315,7270.0,13270.0,20780.0
751114113,960,135,716,109,14220.0,25570.0,39050.0
751114114,1341,150,1001,190,16210.0,29070.0,43190.0
751114115,1705,180,1352,173,20950.0,31900.0,44020.0
751114201,1533,247,1052,234,15050.0,24400.0,35120.0
751114202,1589,283,1046,260,17390.0,28180.0,41990.0
751114203,1872,264,1319,290,21340.0,32360.0,45430.0
751114204,2083,327,1584,172,17060.0,26880.0,38180.0
751114205,1344,137,1005,202,20140.0,32070.0,47160.0
751114206,2136,312,1543,280,19630.0,31530.0,46470.0
751114207,1544,223,1019,301,21800.0,34410.0,53200.0
751114208,1487,226,1022,238,23650.0,37390.0,53960.0
751114209,1989,401,1334,255,18800.0,30200.0,47570.0
751114210,2047,297,1466,283,17170.0,28520.0,44240.0
751114211,1482,182,1076,224,19560.0,30300.0,43210.0
751114212,1354,291,864,199,24180.0,35550.0,51130.0
751114213,1524,318,1012,194,20190.0,32030.0,48540.0
751114214,1244,210,888,145,15930.0,26900.0,39440.0
751114301,1545,361,923,261,14910.0,22650.0,33390.0
751114302,2488,452,1629,407,18040.0,29330.0,43420.0
751114303,1212,184,771,256,13610.0,18850.0,25590.0
751114304,1415,245,968,202,19160.0,27210.0,36450.0
751114305,2610,432,1860,317,15810.0,24780.0,37200.0
751114306,2460,468,1670,321,16500.0,25920.0,38800.0
751114307,1746,261,1201,284,17050.0,27760.0,42290.0
751114308,1438,279,840,319,16310.0,25750.0,40860.0
751114309,969,125,718,126,16480.0,28590.0,43350.0
751114310,1326,179,982,165,21900.0,33310.0,50050.0
751114311,1529,289,1078,162,17640.0,28530.0,46260.0
751114312,1258,237,840,181,20650.0,33430.0,49340.0
751114313,1457,223,1005,228,22920.0,34520.0,50700.0
751114314,1614,156,1241,217,20570.0,30310.0,41780.0
751114315,1491,232,982,277,17080.0,28750.0,42710.0
751114316,1633,248,1167,218,16210.0,27970.0,41320.0
751114317,1739,260,1219,260,19400.0,30620.0,45180.0
751114318,1645,190,1291,164,18650.0,29580.0,41410.0
751114319,1218,215,746,257,16260.0,23600.0,33150.0
751114320,1742,386,1103,253,16640.0,25320.0,36050.0
751114321,1278,190,922,167,16980.0,27450.0,38600.0
751114401,1391,268,934,188,22800.0,34300.0,46770.0
751114402,1733,335,1170,228,20910.0,31770.0,45200.0
751114403,1753,325,1203,225,19080.0,29200.0,41690.0
751114404,1907,307,1300,300,20620.0,32910.0,50750.0
751114405,1228,179,864,185,16730.0,27810.0,40020.0
751114406,1976,292,1483,201,18470.0,30040.0,43130.0
751114407,1523,216,1063,243,19590.0,30590.0,43290.0
751114408,2328,359,1621,347,20790.0,31540.0,45370.0
751114409,2357,372,1724,261,18160.0,28910.0,42510.0
751114410,2663,435,1802,426,17600.0,29250.0,41720.0
751114411,3246,580,2242,424,17490.0,27910.0,38240.0
751114412,2198,282,1575,341,18760.0,29410.0,43390.0
751114413,2094,277,1505,312,22920.0,34030.0,48280.0
751124501,2110,182,1361,568,14810.0,20780.0,27940.0
751124502,2743,425,1919,398,21040.0,31480.0,44090.0
751124503,1647,317,1014,316,18670.0,29070.0,41350.0
751124504,1705,276,1151,278,20380.0,31500.0,43420.0
751124505,1754,295,1156,303,22750.0,32150.0,42860.0
751124506,1451,291,887,274,22540.0,33960.0,48520.0
751124507,1351,200,892,259,18980.0,28680.0,42900.0
751124508,1556,229,1161,166,22470.0,32140.0,43570.0
751124509,1224,154,839,232,20590.0,29290.0,41820.0
751124510,1334,325,822,187,13950.0,19270.0,27330.0
751124511,1350,296,738,316,12990.0,18230.0,25680.0
751124512,2811,373,1903,534,17700.0,29310.0,42500.0
751124513,1688,301,1058,328,21910.0,32180.0,44250.0
751124514,1241,185,888,168,24130.0,35490.0,49100.0
751124577,507,65,395,47,,,
751124601,2411,355,1624,432,17620.0,27860.0,40400.0
751124602,1918,283,1339,296,18110.0,29170.0,41250.0
751124603,1019,154,661,204,22970.0,32930.0,43460.0
751124604,1677,277,1136,263,15020.0,21590.0,32020.0
751124605,1803,294,1246,263,18230.0,27450.0,37450.0
751124606,1999,354,1357,289,14470.0,23290.0,35970.0
751124608,1383,213,1052,118,20770.0,32150.0,44230.0
751124609,1559,367,893,299,13510.0,19780.0,29270.0
751124610,1588,260,1087,241,22350.0,33130.0,45330.0
751124611,1430,220,1018,192,23080.0,33130.0,46190.0
751124612,1945,348,1402,195,20960.0,31150.0,43370.0
751124613,2856,522,1836,499,18660.0,27420.0,38160.0
751124614,1978,235,1458,284,23360.0,34710.0,47330.0
751124615,2249,411,1562,276,20020.0,30290.0,42940.0
751124616,3294,597,2151,546,20010.0,32510.0,45060.0
751124617,1696,238,1181,277,21400.0,31970.0,42740.0
751124618,1422,273,826,324,20400.0,32810.0,48660.0
751124619,2806,456,1834,516,17480.0,26810.0,36890.0
751124620,1306,253,874,179,18710.0,28750.0,41850.0
751124621,1770,317,1197,256,20630.0,31170.0,43120.0
751124622,1426,418,844,165,9720.0,18790.0,35160.0
751124623,1591,243,1055,293,23350.0,36030.0,50400.0
751124624,1359,182,919,258,27160.0,38290.0,54270.0
751124677,628,222,149,256,,,
751124701,2346,760,1223,362,17500.0,27720.0,43080.0
751124702,1955,359,1262,333,17490.0,26950.0,38370.0
751124703,1820,339,1188,293,16350.0,25210.0,35360.0
751124704,1485,247,1009,229,20420.0,28710.0,40610.0
751124705,2605,540,1719,345,16070.0,24060.0,35900.0
751124706,0,0,0,0,,,
751124707,216,28,135,54,,,
751124708,0,0,0,0,,,
751124799,0,0,0,0,,,
751124801,2377,308,1750,319,16530.0,26130.0,38760.0
751124802,1475,306,874,295,15320.0,25860.0,36600.0
751124803,1620,297,1096,227,26240.0,39200.0,58500.0
751124804,1753,445,1083,225,23040.0,37130.0,54220.0
751124805,1173,141,825,207,21070.0,31720.0,46180.0
751124806,1571,380,968,223,23020.0,34150.0,52170.0
751124807,2286,277,1689,321,19750.0,30450.0,44350.0
751124808,1312,218,893,200,20880.0,36060.0,55320.0
751124809,1826,396,1150,280,18220.0,30180.0,45180.0
751124810,2265,553,1432,281,19250.0,31840.0,47320.0
751124811,0,0,0,0,,,
751124812,790,200,459,131,12690.0,17740.0,26150.0
751124813,505,81,324,99,,,
751124888,0,0,0,0,,,
751124899,0,0,0,0,,,
751134901,1880,270,1135,476,16270.0,23220.0,32980.0
751134902,2017,325,1347,345,15450.0,23200.0,34240.0
751134903,1610,336,1052,222,16760.0,28650.0,40550.0
751134904,1233,285,775,173,13410.0,19910.0,29230.0
751134905,2207,517,1380,310,22250.0,32010.0,44290.0
751134906,1691,343,1131,217,22770.0,33090.0,46990.0
751134907,1487,326,960,201,19320.0,29950.0,42850.0
751134908,937,202,556,179,,,
751134999,0,0,0,0,,,
751135001,1582,375,974,233,12960.0,18030.0,24930.0
751135002,1451,242,860,349,11900.0,15990.0,21690.0
751135003,2827,601,1624,602,13610.0,19060.0,26160.0
751135004,1663,339,1003,321,11440.0,15910.0,23550.0
751135005,1948,317,1285,347,14400.0,22290.0,34170.0
751135006,2018,404,1230,384,16650.0,25050.0,34920.0
751135007,2476,459,1531,486,14720.0,22020.0,31280.0
751135008,1000,237,556,207,14360.0,20320.0,30880.0
751135009,1323,241,879,203,16270.0,23320.0,28850.0
751135010,1665,400,1061,204,17430.0,26670.0,37070.0
751135011,1958,438,1164,356,17210.0,26060.0,36420.0
751135012,2227,418,1546,263,15360.0,23960.0,34400.0
751135013,1614,451,825,337,12180.0,16140.0,22610.0
751135014,2733,631,1703,399,20270.0,29930.0,40910.0
751135015,1331,440,781,109,16870.0,22740.0,32540.0
751135016,1342,474,709,159,14750.0,20450.0,31340.0
751135017,653,109,442,101,,,
751135018,1656,425,859,372,17970.0,26870.0,36400.0
751135019,3011,481,2136,393,15960.0,25840.0,36770.0
751135020,2610,455,1639,516,18300.0,26940.0,36670.0
751135021,1696,315,1092,290,18190.0,27500.0,38250.0
751135023,1147,150,692,305,19590.0,26540.0,35690.0
751135024,1969,315,1395,259,18440.0,28650.0,41240.0
751135025,1221,196,692,333,15610.0,24750.0,35960.0
751135026,1074,156,642,276,12890.0,19290.0,28120.0
751135027,1735,221,1045,468,11810.0,17810.0,25810.0
751135028,1634,398,940,295,16960.0,24680.0,35930.0
751135029,2098,477,1216,405,15300.0,22780.0,32430.0
751135030,1169,200,712,257,15460.0,22100.0,30280.0
751135031,1218,186,768,264,14200.0,20180.0,28450.0
751135032,101,47,51,3,,,
751135099,0,0,0,0,,,
751135101,1903,347,1153,403,13230.0,18470.0,27090.0
751135102,2051,605,1087,359,13650.0,21020.0,31290.0
751135103,1770,397,1044,329,15320.0,22580.0,32650.0
751135104,2240,574,1357,309,13700.0,22120.0,32210.0
751135105,1796,342,1232,222,20360.0,30360.0,42540.0
751135106,2786,633,1683,470,15370.0,23890.0,34100.0
751135107,1666,369,905,392,15700.0,23580.0,33690.0
751135108,1750,146,1271,333,12410.0,16950.0,22740.0
751135109,1926,406,1135,384,13910.0,19370.0,30190.0
751135110,2924,444,2035,445,15380.0,24500.0,36040.0
751135111,1837,347,1143,347,14120.0,21340.0,34240.0
751135112,2277,368,1481,428,19970.0,30590.0,43740.0
751135113,1660,386,1072,201,18840.0,29430.0,41600.0
751135114,1751,331,1158,262,18380.0,28000.0,40300.0
