X,Y,osm_id,type,name,brand,address,Code Postal,search_address,cat_mag,Supermarket
-0.5731577,44.8380063004829,node/7947386899,restaurant,L'Originel,,35 RUE DU LOUP,33000,RUE DU LOUP,0,0
-0.5943608,44.8325499004834,node/4856376540,cafe,Le Gavinies,,234 RUE D ORNANO,33000,RUE D ORNANO,0,0
-0.5737831,44.836879300483,node/4704353249,ice_cream,Niceberry,,34 RUE DES AYRES,33000,RUE DES AYRES,0,0
-0.5742129,44.8405605004827,node/7703691511,clothes,Pimkie,Pimkie,32 RUE SAINTE CATHERINE,33000,RUE SAINTE CATHERINE,1,0
-0.5593837,44.8279676004837,node/1886414159,bank,Caixa Geral de Depósitos,Caixa Geral de Depósitos,192 COURS DE LA MARNE,33800,COURS DE LA MARNE,0,0
-0.5563356,44.8819172004791,node/6817699914,storage_rental,RESOTAINER Bordeaux,,50 CITE PEYRONNEAUD,33300,CITE PEYRONNEAUD,0,0
-0.564375438601601,44.8734260786861,way/154154478,clothes,Dafy Moto Bordeaux,,13 RUE FRANCIS GARNIER,33300,RUE FRANCIS GARNIER,0,0
-0.5718944,44.8376271004829,node/6851623203,bar,La vie moderne,,72 COURS D ALSACE ET LORRAINE,33000,COURS D ALSACE ET LORRAINE,0,0
-0.5713614,44.8539998004815,node/7359507939,deli,Giovanni l'Umbro,,47 COURS DE LA MARTINIQUE,33000,COURS DE LA MARTINIQUE,0,0
-0.5736363,44.8347705004832,node/3336589771,pub,The Blarney Stone,,144 COURS VICTOR HUGO,33000,COURS VICTOR HUGO,0,0
-0.6338229,44.860176900481,node/7400986323,hairdresser,Sublim Coiffure,,489 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY,33200,AVENUE DU MARECHAL DE LATTRE DE TASSIGNY,0,0
-0.609493145742181,44.8516445388445,way/156192981,post_office,Bordeaux Cauderan,La Poste,47 AVENUE LOUIS BARTHOU,33000,AVENUE LOUIS BARTHOU,0,0
-0.5725099,44.8313801004834,node/7252668425,restaurant,Falapit,,1 RUE PAUL BROCA,33000,RUE PAUL BROCA,0,0
-0.5774178,44.8427316004825,node/7817517900,clothes,Sud Express Bordeaux,Sud Express,20 RUE VOLTAIRE,33000,RUE VOLTAIRE,0,0
-0.569237,44.8395727004828,node/3027523762,bar,Chez Marcel et Lilly,,10 RUE DU CHAI DES FARINES,33000,RUE DU CHAI DES FARINES,0,0
-0.5736508,44.8373516004829,node/7770708828,cafe,French Coffee Shop,,122BIS RUE SAINTE CATHERINE,33000,RUE SAINTE CATHERINE,0,0
-0.5539428,44.8607587004809,node/4973869569,wine,Clos des Millésimes,,3 RUE LUCIEN FAURE,33300,RUE LUCIEN FAURE,0,0
