"DEP","DEPCOM","Equipement","coord_geo"
"33","33063","Zone Sports","(44.84395934513341, -0.6272605714017231)"
"33","33063","Zone Sports","(44.842657154430555, -0.6262909206014853)"
"33","33063","Zone Sports","(44.842962330944744, -0.6268807091626396)"
"33","33063","Zone Sports","(44.83872964242228, -0.5910502821977199)"
"33","33063","Zone Sports","(44.838703274395556, -0.5910295949472854)"
"33","33063","Zone Sports","(44.817459772173436, -0.5751603596346712)"
"33","33063","Zone Sports","(44.86037514087214, -0.5606605218442083)"
"33","33063","Zone Sports","(44.873484402926614, -0.55263026401756)"
"33","33063","Zone Sports","(44.87385102285573, -0.5527206533441407)"
"33","33063","Zone Sports","(44.831743659558626, -0.6110698739459995)"
"33","33063","Zone Sports","(44.842909709852535, -0.6066600384193516)"
"33","33063","Zone Sports","(44.841815566110235, -0.6067708970486521)"
"33","33063","Zone Sports","(44.83848916888556, -0.6123309124299976)"
"33","33063","Zone Sports","(44.83994248804493, -0.6050595231488439)"
"33","33063","Zone Sports","(44.85625292734411, -0.6225696693886755)"
"33","33063","Zone Sports","(44.85528838576109, -0.6228508009895048)"
"33","33063","Zone Sports","(44.85625292734411, -0.6225696693886755)"
"33","33063","Zone Sports","(44.85625292734411, -0.6225696693886755)"
"33","33063","Zone Sports","(44.85503819382825, -0.6216803204222021)"
"33","33063","Zone Sports","(44.857431820408316, -0.622900460981631)"
"33","33063","Zone Sports","(44.84611186310606, -0.5507104894956147)"
"33","33063","Zone Sports","(44.86710611189634, -0.5702403049498084)"
"33","33063","Zone Sports","(44.87278203301049, -0.5523297678861953)"
"33","33063","Zone Sports","(44.8701922707905, -0.549330659695838)"
"33","33063","Zone Sports","(44.8399886275871, -0.5903010969693472)"
"33","33063","Zone Sports","(44.8399886275871, -0.5903010969693472)"
"33","33063","Zone Sports","(44.8399886275871, -0.5903010969693472)"
"33","33063","Zone Sports","(44.83765963641456, -0.5879101262952153)"
"33","33063","Zone Sports","(44.837655467947144, -0.5877603909571552)"
"33","33063","Zone Sports","(44.858514541932905, -0.579270860426234)"
"33","33063","Zone Sports","(44.85576784501342, -0.5663310999954111)"
"33","33063","Zone Sports","(44.85595070634165, -0.5665302474776478)"
"33","33063","Zone Sports","(44.83919372684462, -0.5539805766615797)"
"33","33063","Zone Sports","(44.83899188787396, -0.5515598208729131)"
"33","33063","Zone Sports","(44.839703105146384, -0.5529905889050805)"
"33","33063","Zone Sports","(44.83056598754324, -0.5658601935239497)"
"33","33063","Zone Sports","(44.82931799388374, -0.5606643622478809)"
"33","33063","Zone Sports","(44.8769813650114, -0.5427595041620075)"
"33","33063","Zone Sports","(44.84053218651028, -0.5737503443319686)"
"33","33063","Zone Sports","(44.84639933361239, -0.5459500972114636)"
"33","33063","Zone Sports","(44.87194201591205, -0.5700803187679865)"
"33","33063","Zone Sports","(44.82074920100787, -0.6013404190149165)"
"33","33063","Zone Sports","(44.842323859948294, -0.5448806876003048)"
"33","33063","Zone Sports","(44.842323859948294, -0.5448806876003048)"
"33","33063","Zone Sports","(44.842323859948294, -0.5448806876003048)"
"33","33063","Zone Sports","(44.842323859948294, -0.5448806876003048)"
"33","33063","Zone Sports","(44.85128848312801, -0.6158901138019104)"
"33","33063","Zone Sports","(44.85128848312801, -0.6158901138019104)"
"33","33063","Zone Sports","(44.85343968216554, -0.6325297350170315)"
"33","33063","Zone Sports","(44.84800599666571, -0.540230242031749)"
"33","33063","Zone Sports","(44.88812811329286, -0.547610444456366)"
"33","33063","Zone Sports","(44.839287956016825, -0.5558207216012999)"
"33","33063","Zone Sports","(44.86113312201414, -0.5821902483936975)"
"33","33063","Zone Sports","(44.86154930082772, -0.5821407799136837)"
"33","33063","Zone Sports","(44.833847317956206, -0.5929203793087809)"
"33","33063","Zone Sports","(44.841043984531915, -0.5891600964541713)"
"33","33063","Zone Sports","(44.84335566742462, -0.6051406260450793)"
"33","33063","Zone Sports","(44.85452233991017, -0.5789795321443053)"
"33","33063","Zone Sports","(44.85261335338462, -0.5845099807537429)"
"33","33063","Zone Sports","(44.84896918452301, -0.585720316916287)"
"33","33063","Zone Sports","(44.82957288474874, -0.6135203092626429)"
"33","33063","Zone Sports","(44.829618364533516, -0.6124010964572375)"
"33","33063","Zone Sports","(44.82958191978873, -0.6135196241740508)"
"33","33063","Zone Sports","(44.82928373198944, -0.612990029018751)"
"33","33063","Zone Sports","(44.84047582048538, -0.5749400251653121)"
"33","33063","Zone Sports","(44.82321752538824, -0.5735210107788528)"
"33","33063","Zone Sports","(44.82321752538824, -0.5735210107788528)"
"33","33063","Zone Sports","(44.85719452342068, -0.5830298589885282)"
"33","33063","Zone Sports","(44.85877978492283, -0.5855703482314273)"
"33","33063","Zone Sports","(44.8584093078134, -0.5853211264504928)"
"33","33063","Zone Sports","(44.839664342381326, -0.5542003738809069)"
"33","33063","Zone Sports","(44.839664342381326, -0.5542003738809069)"
"33","33063","Zone Sports","(44.85209402882615, -0.5690307757822224)"
"33","33063","Zone Sports","(44.82848821954084, -0.5808346905044623)"
"33","33063","Zone Sports","(44.838855611384716, -0.5473698722615891)"
"33","33063","Zone Sports","(44.83381403807705, -0.567150666744452)"
"33","33063","Zone Sports","(44.83381403807705, -0.567150666744452)"
"33","33063","Zone Sports","(44.84883984461105, -0.6265699779405111)"
"33","33063","Zone Sports","(44.84883984461105, -0.6265699779405111)"
"33","33063","Zone Sports","(44.84883984461105, -0.6265699779405111)"
"33","33063","Zone Sports","(44.84945662555648, -0.6258990512259927)"
"33","33063","Zone Sports","(44.84042220186523, -0.5782795383203565)"
"33","33063","Zone Sports","(44.847301374935086, -0.5907498097836055)"
"59","59350","Bureau de poste","(50.625799884539795, 3.0409989016472103)"
"59","59350","Hôtel","(50.6354591524522, 3.07049470986971)"
"33","33063","Hôtel","(44.826128623659606, -0.559060223296323)"
"33","33063","École maternelle","(44.86198103964043, -0.582725919243911)"
"33","33063","Enseignement Secondaire","(44.861964578225574, -0.5734551012271454)"
"33","33063","Enseignement Secondaire","(44.840340805195716, -0.5966776406501975)"
"33","33063","Enseignement supérieur","(44.830030872185375, -0.6036011947762359)"
"59","59350","Enseignement supérieur","(50.62666930025044, 3.0800607101911552)"
"59","59350","Enseignement supérieur","(50.63506776144175, 3.067468768259016)"
"59","59350","Enseignement supérieur","(50.6239308688802, 3.0670122337206136)"
"59","59350","Enseignement supérieur","(50.63506776144175, 3.067468768259016)"
"59","59350","Enseignement supérieur","(50.63506776144175, 3.067468768259016)"
"33","33063","Enseignement supérieur","(44.84427079499343, -0.5768754424192145)"
"33","33063","Enseignement supérieur","(44.84309874144431, -0.5555857826521595)"
"33","33063","Enseignement supérieur","(44.84277248097834, -0.555361167810275)"
"33","33063","Enseignement supérieur","(44.82562813534911, -0.5893654882894328)"
"59","59350","Enseignement supérieur","(50.63356061477513, 3.0468201926969654)"
"59","59350","Enseignement supérieur","(50.632600480348515, 3.0465187487239436)"
"59","59350","Bibliothèque","(50.631593585643074, 3.0193955917621724)"
"59","59350","Bibliothèque","(50.64648317376767, 2.994532168969455)"
"59","59350","Bibliothèque","(50.6353414997488, 3.03469058816055)"
"59","59350","Bibliothèque","(50.61919456318337, 3.041450561662864)"
"59","59350","Bibliothèque","(50.640920467296816, 3.0646145939826606)"
"59","59350","Espace Culturel","(50.64225747244116, 3.0622648080155863)"
"59","59350","Bibliothèque","(50.63130267861915, 3.0893707639042516)"
"59","59350","Cinéma","(50.634225652890045, 3.0629581285774288)"
"59","59350","Cinéma","(50.63350412800126, 3.062945653404262)"
"59","59350","Bibliothèque","(50.62498805713128, 3.052029390834924)"
"59","59350","Bibliothèque","(50.61003550529406, 3.0545018419220296)"
"59","59350","Cinéma","(50.63648040245426, 3.067127901088965)"
"59","59350","Bibliothèque","(50.64235973542385, 3.0882487008238577)"
"59","59350","Bibliothèque","(50.630223393696866, 3.10393843195382)"
"59","59350","Bibliothèque","(50.63275295954817, 3.0664313719707113)"
"59","59350","Bibliothèque","(50.623275032414426, 3.106533972338925)"
"59","59350","Bibliothèque","(50.623033118186065, 3.0949920347015087)"
"59","59350","Cinéma","(50.6517839585532, 2.980816670743203)"
"33","33063","Bibliothèque","(44.83511024893545, -0.5867592436186866)"
"33","33063","Bibliothèque","(44.83511024893545, -0.5867592436186866)"
"33","33063","Cinéma","(44.839207939913955, -0.5724254337835921)"
"33","33063","Bibliothèque","(44.821271829098166, -0.5507684589679428)"
"33","33063","Bibliothèque","(44.832537691813194, -0.6107650293481321)"
"33","33063","Bibliothèque","(44.83284698305297, -0.5879078423619282)"
"33","33063","Bibliothèque","(44.847812467158164, -0.6146944635787922)"
"33","33063","Cinéma","(44.841956915729874, -0.5615784683202609)"
"33","33063","Espace Culturel","(44.83169661021346, -0.5597195209692121)"
"33","33063","Bibliothèque","(44.87312868022044, -0.5462818562488134)"
"33","33063","Bibliothèque","(44.84408573007579, -0.542202449996926)"
"33","33063","Bibliothèque","(44.85764954574771, -0.6236849507126258)"
"33","33063","Cinéma","(44.840569025687955, -0.5820037560631524)"
"33","33063","Bibliothèque","(44.86035611717144, -0.5853187782208004)"
"33","33063","Cinéma","(44.84234171640782, -0.578907460178261)"
"33","33063","Bibliothèque","(44.85641795801561, -0.5730157933279286)"
"75","75101","Hôtel","(48.85798048633599, 2.346670684960231)"
"75","75101","Hôtel","(48.858254893439984, 2.3463605745822282)"
"75","75101","Hôtel","(48.86381178555794, 2.3324783406755674)"
"75","75101","Hôtel","(48.863036265052834, 2.335595196419512)"
"75","75101","Hôtel","(48.86086988662907, 2.346484107727534)"
"75","75101","Hôtel","(48.867022144225956, 2.3287251899333987)"
"75","75101","Hôtel","(48.867948435513014, 2.328879567563682)"
"75","75101","Hôtel","(48.86639458556812, 2.325239417847069)"
"75","75101","Hôtel","(48.86655542582629, 2.325373654037816)"
"75","75101","Hôtel","(48.86680318747103, 2.3257712267937114)"
"75","75101","Hôtel","(48.8682623002822, 2.3267965830541883)"
"75","75101","Hôtel","(48.86245819644788, 2.3394351591843074)"
"75","75101","Hôtel","(48.86448730600419, 2.3404467791821117)"
"75","75101","Hôtel","(48.864855719320246, 2.329545096246)"
"75","75101","Hôtel","(48.86576805835962, 2.33001837172387)"
"75","75101","Hôtel","(48.86571471409218, 2.3274824653329067)"
"75","75101","Hôtel","(48.864023721278755, 2.334198619047246)"
"75","75101","Hôtel","(48.8613736512706, 2.348635916351822)"
"75","75101","Hôtel","(48.865424937469875, 2.331784266637058)"
"75","75101","Hôtel","(48.86437060130101, 2.336255248838616)"
"75","75101","Hôtel","(48.86484595171071, 2.336506827552671)"
"75","75101","Hôtel","(48.86626925088136, 2.337252629168245)"
"75","75101","Hôtel","(48.8664766799072, 2.3371949172299633)"
"75","75101","Hôtel","(48.864269150507084, 2.3307958244112537)"
"75","75101","Hôtel","(48.86484562233782, 2.3290272290970213)"
"75","75101","Hôtel","(48.8651594913243, 2.3280648860041637)"
"75","75101","Hôtel","(48.863111008037684, 2.337787068259757)"
"75","75101","Hôtel","(48.86280123339614, 2.338202660700585)"
"75","75101","Hôtel","(48.868506815799975, 2.3298225560891366)"
"75","75101","Hôtel","(48.85917834963025, 2.3451768095407646)"
"75","75101","Hôtel","(48.86656897448012, 2.3350262638977086)"
"75","75101","Hôtel","(48.863975667400716, 2.34144288607264)"
"75","75101","Hôtel","(48.86869315085199, 2.325211006484138)"
"75","75101","Hôtel","(48.863155313209965, 2.349307459741852)"
"75","75101","Hôtel","(48.86537557858783, 2.3293911839060946)"
"75","75101","Hôtel","(48.86544046612766, 2.3295757391542566)"
"75","75101","Hôtel","(48.866326358425106, 2.326858407498302)"
"75","75101","Hôtel","(48.86261520485277, 2.339855726417068)"
"75","75101","Hôtel","(48.86031663791664, 2.3441388675659396)"
"75","75101","Hôtel","(48.86061774743562, 2.343779324199568)"
"75","75101","Hôtel","(48.86096047763393, 2.3439576555069457)"
"75","75101","Hôtel","(48.867844006971076, 2.3258204638641593)"
"75","75101","Hôtel","(48.865038336368244, 2.341704809281963)"
"75","75101","Hôtel","(48.85843183883747, 2.3464837488707007)"
"75","75101","Hôtel","(48.85881890288559, 2.34523039483365)"
"75","75101","Hôtel","(48.865225675307094, 2.336218454144214)"
"75","75101","Hôtel","(48.86321250883323, 2.348910081904777)"
"75","75101","Hôtel","(48.859258784017086, 2.3409886562114)"
"75","75101","Hôtel","(48.8592699343158, 2.3408903789801467)"
"75","75101","Hôtel","(48.86221290593189, 2.348831248202307)"
"75","75101","Hôtel","(48.86609231518661, 2.326181203305849)"
"75","75101","Hôtel","(48.862256180658775, 2.3495122471241054)"
"75","75101","Hôtel","(48.86175268218974, 2.340662687176988)"
"75","75101","Hôtel","(48.86677558596982, 2.327835334211856)"
"75","75101","Hôtel","(48.8644441960627, 2.3315419393812378)"
"75","75101","Hôtel","(48.86447963234692, 2.3317677659756115)"
"75","75101","Hôtel","(48.865055453046516, 2.33197166883003)"
"75","75101","Hôtel","(48.865738627850085, 2.3323963971698207)"
"75","75101","Hôtel","(48.866449413975566, 2.335683485132705)"
"75","75101","Hôtel","(48.85982295917185, 2.3471110060932614)"
"75","75101","Hôtel","(48.86584487226487, 2.3361369528234737)"
"75","75101","Hôtel","(48.8651747442208, 2.3315918626249483)"
"75","75102","Hôtel","(48.86834416716334, 2.333066436901869)"
"75","75102","Hôtel","(48.86998385141663, 2.3504341164738953)"
"75","75102","Hôtel","(48.871391877411085, 2.3426292790756786)"
"75","75102","Hôtel","(48.869356532703314, 2.3495180542732275)"
"75","75102","Hôtel","(48.86854802677808, 2.349849467099077)"
"75","75102","Hôtel","(48.87107862280081, 2.3389850103653687)"
"75","75102","Hôtel","(48.871160955978524, 2.3385858778027484)"
"75","75102","Hôtel","(48.86904532554794, 2.333653204117266)"
"75","75102","Hôtel","(48.86911594736702, 2.333738186177324)"
"75","75102","Hôtel","(48.86928342919521, 2.333936444050309)"
"75","75102","Hôtel","(48.86810314204986, 2.3312932274867566)"
"75","75102","Hôtel","(48.86910778684075, 2.332435012817382)"
"75","75102","Hôtel","(48.86934916241939, 2.332175625123131)"
"75","75102","Hôtel","(48.86639869451675, 2.340008169487647)"
"75","75102","Hôtel","(48.86959129753572, 2.3346359566219133)"
"75","75102","Hôtel","(48.869325155792666, 2.3310975886006666)"
"75","75102","Hôtel","(48.869568438242524, 2.34862887294138)"
"75","75102","Hôtel","(48.87076646078212, 2.3373421006541104)"
"75","75102","Hôtel","(48.864904137228564, 2.3469219154830565)"
"75","75102","Hôtel","(48.867153178209335, 2.3375543762515996)"
"75","75102","Hôtel","(48.87114381089354, 2.3395526848877117)"
"75","75102","Hôtel","(48.86843696830904, 2.3340658695528917)"
"75","75102","Hôtel","(48.866637913770916, 2.3457401008195675)"
"75","75102","Hôtel","(48.86816235076281, 2.334655571871776)"
"75","75102","Hôtel","(48.86826459658375, 2.335252727791328)"
"75","75102","Hôtel","(48.86972759517794, 2.3430292730505284)"
"75","75102","Hôtel","(48.868934243057524, 2.334701606112489)"
"75","75102","Hôtel","(48.86798957406754, 2.3362568493774574)"
"75","75102","Hôtel","(48.86446885119968, 2.3495636805614644)"
"75","75102","Hôtel","(48.87108099714833, 2.341373502586131)"
"75","75102","Hôtel","(48.869873674487785, 2.330230859449532)"
"75","75103","Hôtel","(48.868742277221294, 2.3541671785467413)"
"75","75103","Hôtel","(48.856216398856034, 2.3659794944918087)"
"75","75103","Hôtel","(48.865097515568856, 2.3565556240710297)"
"75","75103","Hôtel","(48.86477771828633, 2.364874752269423)"
"75","75103","Hôtel","(48.86150985479102, 2.3648569331534977)"
"75","75103","Hôtel","(48.863348551179875, 2.3623172681762905)"
"75","75103","Hôtel","(48.86161890890634, 2.3621108078276176)"
"75","75103","Hôtel","(48.86181768409481, 2.362620886947849)"
"75","75103","Hôtel","(48.86484410644685, 2.3525083002788607)"
"75","75103","Hôtel","(48.86636988283792, 2.3605449483679615)"
"75","75103","Hôtel","(48.866442637251076, 2.360864404364093)"
"75","75103","Hôtel","(48.856956163235715, 2.364547584597837)"
"75","75103","Hôtel","(48.863042934938086, 2.3645455853027935)"
"75","75103","Hôtel","(48.863443362714875, 2.360871212163562)"
"75","75103","Hôtel","(48.85906879086743, 2.366763942811562)"
"75","75103","Hôtel","(48.864129820962404, 2.357727597818924)"
"75","75103","Hôtel","(48.865483131872814, 2.3528485096402307)"
"75","75103","Hôtel","(48.86725039417548, 2.362240876873555)"
"75","75103","Hôtel","(48.86734578477946, 2.362421016073564)"
"75","75103","Hôtel","(48.86850637794469, 2.3557855454548595)"
"75","75103","Hôtel","(48.86593852690594, 2.357080963906231)"
"75","75103","Hôtel","(48.86750922437024, 2.353990252339627)"
"75","75104","Hôtel","(48.852642742990106, 2.3660488707776883)"
"75","75104","Hôtel","(48.85238352413514, 2.363655234388382)"
"75","75104","Hôtel","(48.8544223694601, 2.3651645205259295)"
"75","75104","Hôtel","(48.855576685791945, 2.3632178603386347)"
"75","75104","Hôtel","(48.853938393794174, 2.367518624179191)"
"75","75104","Hôtel","(48.859009559131366, 2.3503446816047737)"
"75","75104","Hôtel","(48.85653485792446, 2.3560092062074114)"
"75","75104","Hôtel","(48.856574357616616, 2.3558622030189316)"
"75","75104","Hôtel","(48.85527436132402, 2.362431075960002)"
"75","75104","Hôtel","(48.85721408888021, 2.3559333450486197)"
"75","75104","Hôtel","(48.85911063683028, 2.355398776418638)"
"75","75104","Hôtel","(48.85651145010109, 2.357058268852787)"
"75","75104","Hôtel","(48.858092979665095, 2.352974376451229)"
"75","75104","Hôtel","(48.85868898471029, 2.3535912223536632)"
"75","75104","Hôtel","(48.85542359832443, 2.3612908202314262)"
"75","75104","Hôtel","(48.85568881090378, 2.361138058386378)"
"75","75104","Hôtel","(48.85393493908441, 2.363137072234398)"
"75","75104","Hôtel","(48.85370569800015, 2.366203569387501)"
"75","75104","Hôtel","(48.854223462563475, 2.36428925736882)"
"75","75104","Hôtel","(48.85818275751664, 2.3502895682730087)"
"75","75104","Hôtel","(48.85261906366056, 2.3542211920866025)"
"75","75104","Hôtel","(48.853480917942306, 2.3618152072570275)"
"75","75104","Hôtel","(48.86014326772845, 2.353431424399178)"
"75","75104","Hôtel","(48.852031292440984, 2.3561323237605625)"
"75","75104","Hôtel","(48.85234790776063, 2.3549713777343944)"
"75","75104","Hôtel","(48.85246392234498, 2.35463741288571)"
"75","75104","Hôtel","(48.85410631066529, 2.365600399172225)"
"75","75104","Hôtel","(48.85645527503427, 2.356813635215373)"
"75","75105","Hôtel","(48.83741919431611, 2.3511042562950375)"
"75","75105","Hôtel","(48.83989008065767, 2.3373831402791154)"
"75","75105","Hôtel","(48.84237253514904, 2.3632551968540443)"
"75","75105","Hôtel","(48.83709521419974, 2.350568770679018)"
"75","75105","Hôtel","(48.83756819903017, 2.3467548742327438)"
"75","75105","Hôtel","(48.84973238918018, 2.3506129673992198)"
"75","75105","Hôtel","(48.85014789840042, 2.347638329008231)"
"75","75105","Hôtel","(48.84004163822549, 2.361261046234779)"
"75","75105","Hôtel","(48.852820688294294, 2.344166029667578)"
"75","75105","Hôtel","(48.85153616570189, 2.3434657725769523)"
"75","75105","Hôtel","(48.84977139040643, 2.3427018340323476)"
"75","75105","Hôtel","(48.84920356141953, 2.3422155484279603)"
"75","75105","Hôtel","(48.84363858342127, 2.339097724929804)"
"75","75105","Hôtel","(48.8426951618799, 2.338513836712939)"
"75","75105","Hôtel","(48.845568320367086, 2.3409028754789825)"
"75","75105","Hôtel","(48.848402429865295, 2.3425786047529407)"
"75","75105","Hôtel","(48.84571600409262, 2.345031193530229)"
"75","75105","Hôtel","(48.84575461082299, 2.344854926654013)"
"75","75105","Hôtel","(48.85305489728499, 2.3465361942387855)"
"75","75105","Hôtel","(48.85326559849259, 2.345759455980709)"
"75","75105","Hôtel","(48.84004017821286, 2.3458627928048146)"
"75","75105","Hôtel","(48.83897780747915, 2.3456581303093587)"
"75","75105","Hôtel","(48.840292291595134, 2.352030414976845)"
"75","75105","Hôtel","(48.84979692754247, 2.342995730644468)"
"75","75105","Hôtel","(48.84790842465364, 2.342368166697608)"
"75","75105","Hôtel","(48.84804929996152, 2.342145630060217)"
"75","75105","Hôtel","(48.84782025728684, 2.3421827252761074)"
"75","75105","Hôtel","(48.848149991292466, 2.3419753827047507)"
"75","75105","Hôtel","(48.8473834891032, 2.3514830172931553)"
"75","75105","Hôtel","(48.843046006921746, 2.34228236350801)"
"75","75105","Hôtel","(48.85155397444126, 2.3485338018964863)"
"75","75105","Hôtel","(48.85308080017539, 2.3446946723941617)"
"75","75105","Hôtel","(48.8522587710925, 2.3443629426561436)"
"75","75105","Hôtel","(48.853239537898844, 2.3450727733788574)"
"75","75105","Hôtel","(48.85181858045599, 2.344781411811415)"
"75","75105","Hôtel","(48.849318553229665, 2.343174830129347)"
"75","75105","Hôtel","(48.848732959800586, 2.3495747601732413)"
"75","75105","Hôtel","(48.848187436096666, 2.3491001229719592)"
"75","75105","Hôtel","(48.84918863207968, 2.34770212178051)"
"75","75105","Hôtel","(48.84740822622791, 2.35239707503151)"
"75","75105","Hôtel","(48.84765376542485, 2.3517520570421167)"
"75","75105","Hôtel","(48.84767731752367, 2.3516006408672028)"
"75","75105","Hôtel","(48.84771527093509, 2.3514679868422523)"
"75","75105","Hôtel","(48.848632887940845, 2.348042945443733)"
"75","75105","Hôtel","(48.84908229960511, 2.3471692605526724)"
"75","75105","Hôtel","(48.84869107556402, 2.3478282696488226)"
"75","75105","Hôtel","(48.84874485547674, 2.347630001267136)"
"75","75105","Hôtel","(48.848965211371805, 2.3468082405970714)"
"75","75105","Hôtel","(48.84526336122382, 2.350094984871565)"
"75","75105","Hôtel","(48.849821482473764, 2.3468233998035926)"
"75","75105","Hôtel","(48.84987919155391, 2.34652150732226)"
"75","75105","Hôtel","(48.849872639618646, 2.3463757745825284)"
"75","75105","Hôtel","(48.85031430312662, 2.345008829734699)"
"75","75105","Hôtel","(48.84620526372247, 2.340938425113627)"
"75","75105","Hôtel","(48.84421315622903, 2.3422417443209587)"
"75","75105","Hôtel","(48.842737889901464, 2.3426759469372977)"
"75","75105","Hôtel","(48.843605903730904, 2.352611648748231)"
"75","75105","Hôtel","(48.84644000880734, 2.341332537596926)"
"75","75105","Hôtel","(48.84398545841881, 2.3546968915831403)"
"75","75105","Hôtel","(48.85037874114444, 2.3494015877748615)"
"75","75105","Hôtel","(48.84628369310365, 2.342606695338469)"
"75","75105","Hôtel","(48.84490488675365, 2.3523191721847563)"
"75","75105","Hôtel","(48.844808535446816, 2.3521309650351414)"
"75","75105","Hôtel","(48.844816482991696, 2.352436093802201)"
"75","75105","Hôtel","(48.84360407817844, 2.3524239063396446)"
"75","75105","Hôtel","(48.839387093441566, 2.3509544083063405)"
"75","75105","Hôtel","(48.843234439292296, 2.349191958418544)"
"75","75105","Hôtel","(48.83815299734602, 2.3495991517515082)"
"75","75105","Hôtel","(48.837973304843445, 2.349301656187726)"
"75","75105","Hôtel","(48.851883945305865, 2.34630720835294)"
"75","75105","Hôtel","(48.849795946822475, 2.3451134634043145)"
"75","75105","Hôtel","(48.85270976076726, 2.3442741354584777)"
"75","75105","Hôtel","(48.85249365587356, 2.3471706770042693)"
"75","75105","Hôtel","(48.8498661441966, 2.346108755886887)"
"75","75105","Hôtel","(48.84811067592565, 2.3425127871292215)"
"75","75105","Hôtel","(48.8479843250745, 2.3424326188238784)"
"75","75106","Hôtel","(48.845082390487846, 2.3209137429711353)"
"75","75106","Hôtel","(48.84498069568138, 2.3212189350058687)"
"75","75106","Hôtel","(48.84429814770731, 2.3232949099939746)"
"75","75106","Hôtel","(48.844241478862244, 2.3234523462165284)"
"75","75106","Hôtel","(48.84059515066508, 2.334461119371042)"
"75","75106","Hôtel","(48.851307728206564, 2.3271151078498313)"
"75","75106","Hôtel","(48.85325437980267, 2.3344302625815603)"
"75","75106","Hôtel","(48.85380194810701, 2.332306745580499)"
"75","75106","Hôtel","(48.85191989920783, 2.3388396476945466)"
"75","75106","Hôtel","(48.84976055473612, 2.3381911185927975)"
"75","75106","Hôtel","(48.85043289637536, 2.334474885329985)"
"75","75106","Hôtel","(48.845826795702756, 2.324361095517242)"
"75","75106","Hôtel","(48.85504103792877, 2.333719179504351)"
"75","75106","Hôtel","(48.8515457668301, 2.3330061536554387)"
"75","75106","Hôtel","(48.842895032825766, 2.329826244151384)"
"75","75106","Hôtel","(48.85062542472724, 2.3394366147609054)"
"75","75106","Hôtel","(48.85040896207626, 2.339324885943736)"
"75","75106","Hôtel","(48.85017449080931, 2.3392092981176624)"
"75","75106","Hôtel","(48.850079793485236, 2.3307477396512377)"
"75","75106","Hôtel","(48.85442641682056, 2.339982642221222)"
"75","75106","Hôtel","(48.852546427145334, 2.3361823617916064)"
"75","75106","Hôtel","(48.854761797995465, 2.3394795780674187)"
"75","75106","Hôtel","(48.85442916192388, 2.3390136024248274)"
"75","75106","Hôtel","(48.8538139325859, 2.338675240315485)"
"75","75106","Hôtel","(48.85381372607084, 2.3366881924283156)"
"75","75106","Hôtel","(48.853464891156456, 2.336060269963421)"
"75","75106","Hôtel","(48.841807871030824, 2.3317859413271362)"
"75","75106","Hôtel","(48.848276909592954, 2.3247245176212754)"
"75","75106","Hôtel","(48.84718910768313, 2.3260439329938953)"
"75","75106","Hôtel","(48.85321032697843, 2.338650192821723)"
"75","75106","Hôtel","(48.85066213579109, 2.3420186128853446)"
"75","75106","Hôtel","(48.85363864296867, 2.342935025326567)"
"75","75106","Hôtel","(48.85143936028111, 2.3387885072883505)"
"75","75106","Hôtel","(48.842256579907016, 2.3308073211578098)"
"75","75106","Hôtel","(48.84209696857655, 2.3304101419001335)"
"75","75106","Hôtel","(48.85518802035874, 2.3389780807536966)"
"75","75106","Hôtel","(48.84669735603851, 2.3264306154037997)"
"75","75106","Hôtel","(48.84538235408041, 2.3255447250001327)"
"75","75106","Hôtel","(48.84493435718663, 2.3251098482155665)"
"75","75106","Hôtel","(48.855600525681666, 2.336811276796453)"
"75","75106","Hôtel","(48.85438445834874, 2.336785868352241)"
"75","75106","Hôtel","(48.85359887806161, 2.3368680985691213)"
"75","75106","Hôtel","(48.8531466324654, 2.3368915709671807)"
"75","75106","Hôtel","(48.84883785171452, 2.340298851924292)"
"75","75106","Hôtel","(48.84900826403487, 2.340067618945315)"
"75","75106","Hôtel","(48.84907015931579, 2.3397125237344687)"
"75","75106","Hôtel","(48.846792671334015, 2.325788924551139)"
"75","75106","Hôtel","(48.84536082512456, 2.321324357936057)"
"75","75106","Hôtel","(48.85635175170661, 2.3352384376641226)"
"75","75106","Hôtel","(48.85212587317596, 2.3336556059302733)"
"75","75106","Hôtel","(48.85197083434644, 2.3337543482306384)"
"75","75106","Hôtel","(48.85169973583682, 2.3374087702175053)"
"75","75106","Hôtel","(48.85659458136544, 2.3320092753162096)"
"75","75106","Hôtel","(48.85375454384571, 2.3301008829638654)"
"75","75106","Hôtel","(48.85338799708241, 2.3298493795182864)"
"75","75106","Hôtel","(48.84759711428485, 2.322106040899875)"
"75","75106","Hôtel","(48.8527917317799, 2.330332677414734)"
"75","75106","Hôtel","(48.852328993794394, 2.3307311172456706)"
"75","75106","Hôtel","(48.84504181765973, 2.3282234348521915)"
"75","75106","Hôtel","(48.85140617131766, 2.332487351575978)"
"75","75106","Hôtel","(48.8510170605236, 2.3357752918587567)"
"75","75106","Hôtel","(48.85389189159185, 2.342867777334686)"
"75","75106","Hôtel","(48.85349865578526, 2.3425006780971254)"
"75","75106","Hôtel","(48.853487584887546, 2.337883476782039)"
"75","75106","Hôtel","(48.85238387003473, 2.337521362172873)"
"75","75106","Hôtel","(48.85567506066644, 2.3384158350582585)"
"75","75106","Hôtel","(48.85507908835565, 2.335062506431329)"
"75","75106","Hôtel","(48.85518671858338, 2.334686336299089)"
