"DEP","DEPCOM","Equipement","coord_geo"
"33","33063","Enseignement Secondaire","(44.82401539142848, -0.5702956905754507)"
"33","33063","Enseignement supérieur","(44.83045514498971, -0.5707051523508164)"
"33","33063","Enseignement supérieur","(44.830447738170356, -0.5706552874152027)"
"33","33063","Enseignement supérieur","(44.829505823377374, -0.5668782487672407)"
"33","33063","Enseignement Secondaire","(44.86417108025936, -0.564538423294775)"
"33","33063","Enseignement Secondaire","(44.847086398088244, -0.5753635521430174)"
"33","33063","Enseignement Secondaire","(44.8289108008512, -0.5643619653862021)"
"33","33063","Enseignement supérieur","(44.8586241538578, -0.5694346364471864)"
"33","33063","Enseignement Secondaire","(44.833479488508154, -0.5730633350535295)"
"33","33063","École maternelle","(44.82882972737452, -0.5972929491616489)"
"33","33063","École maternelle","(44.82755630356679, -0.5761995745411634)"
"33","33063","Enseignement supérieur","(44.829060557984604, -0.6032298972367625)"
"33","33063","Enseignement supérieur","(44.83120213414473, -0.5718570673860087)"
"33","33063","Enseignement Secondaire","(44.85029546757252, -0.582049746913358)"
"33","33063","Enseignement supérieur","(44.845549468388555, -0.5760713841510543)"
"33","33063","Enseignement supérieur","(44.84466910918522, -0.5580466003147058)"
"33","33063","Enseignement Secondaire","(44.875707764848144, -0.5751669811728902)"
"33","33063","Enseignement supérieur","(44.85597526991184, -0.564363829513523)"
"33","33063","Enseignement supérieur","(44.851339866398014, -0.5692210155340156)"
"33","33063","Enseignement supérieur","(44.851811964715864, -0.5705142265209029)"
"33","33063","École maternelle","(44.83126325174003, -0.5886666267052515)"
"33","33063","École maternelle","(44.880260715917665, -0.5490029782667838)"
"33","33063","École maternelle","(44.823706007457005, -0.5510236741108555)"
"33","33063","Enseignement Secondaire","(44.848048770510516, -0.5957778987302915)"
"33","33063","Enseignement Secondaire","(44.84982362291757, -0.5941292456850301)"
"33","33063","École maternelle","(44.83851951132949, -0.6053050974624602)"
"33","33063","École maternelle","(44.83895412570999, -0.5824370483239326)"
"33","33063","Enseignement supérieur","(44.8534818178727, -0.5749131549945262)"
"33","33063","Enseignement Secondaire","(44.86647615001119, -0.5674095815777577)"
"33","33063","École maternelle","(44.87499761268283, -0.5745500793174593)"
"33","33063","Enseignement Secondaire","(44.85550780374178, -0.616955153124276)"
"33","33063","Enseignement Secondaire","(44.85575134807089, -0.6307444484724672)"
"33","33063","Enseignement Secondaire","(44.87389625997204, -0.5504623381640718)"
"33","33063","Enseignement supérieur","(44.86367619486124, -0.5765561007841163)"
"33","33063","Enseignement Secondaire","(44.85906146813508, -0.5776825062863734)"
"33","33063","Enseignement Secondaire","(44.8497865407697, -0.5941610793466592)"
"33","33063","Enseignement supérieur","(44.82677510340114, -0.5869917843947534)"
"33","33063","Enseignement supérieur","(44.826341101831304, -0.5861991381224567)"
"33","33063","Enseignement Secondaire","(44.83924041599121, -0.5757999936675278)"
"33","33063","Enseignement Secondaire","(44.84301283090866, -0.5520789557158556)"
"33","33063","Enseignement Secondaire","(44.84272632272744, -0.5525827388731401)"
"33","33063","Enseignement supérieur","(44.835451984494526, -0.5717031100832733)"
"33","33063","Enseignement supérieur","(44.84738408349153, -0.6004317670867604)"
"33","33063","École maternelle","(44.84754319580955, -0.6010830332706165)"
"33","33063","Enseignement supérieur","(44.8235513350345, -0.6005323433224621)"
"33","33063","Enseignement supérieur","(44.84527108722508, -0.5838587256396062)"
"33","33063","Enseignement Secondaire","(44.84461528228494, -0.5902030106504287)"
"33","33063","École maternelle","(44.82568655062111, -0.5966686137193502)"
"33","33063","Enseignement Secondaire","(44.824800594099784, -0.5814391665525666)"
"33","33063","Enseignement Secondaire","(44.82393654191328, -0.5819615275348535)"
"33","33063","Enseignement Secondaire","(44.83213601766292, -0.5800680094961164)"
"33","33063","Enseignement Secondaire","(44.832138506795296, -0.579990908288652)"
"33","33063","École maternelle","(44.823567837214384, -0.5850038805521189)"
"33","33063","Enseignement Secondaire","(44.83934919569042, -0.5479989391560419)"
"33","33063","Enseignement supérieur","(44.830525698036816, -0.5603825237888163)"
"33","33063","École maternelle","(44.83017290106654, -0.5643508920323883)"
"33","33063","Enseignement Secondaire","(44.830058747809396, -0.5636964657358282)"
"33","33063","Enseignement supérieur","(44.836802567955566, -0.5795701078932634)"
"33","33063","École maternelle","(44.858921101085016, -0.5803574015633516)"
"33","33063","École maternelle","(44.8333817193238, -0.5674221129349136)"
"33","33063","École maternelle","(44.84196457745872, -0.5530108363722291)"
"33","33063","Enseignement Secondaire","(44.825473625583946, -0.5753856185475854)"
"33","33063","Enseignement Secondaire","(44.825419987370566, -0.5753720722711683)"
"33","33063","Enseignement Secondaire","(44.826935515359565, -0.5853759180306072)"
"33","33063","Enseignement supérieur","(44.86530571116021, -0.5603574648182801)"
"33","33063","Enseignement Secondaire","(44.83433152255547, -0.5771060851094042)"
"33","33063","Enseignement Secondaire","(44.85584989507493, -0.5733040042981056)"
"33","33063","Enseignement Secondaire","(44.85620453573078, -0.5732062088280017)"
"33","33063","École maternelle","(44.87280296992801, -0.5749717555307501)"
"33","33063","Enseignement Secondaire","(44.83346596445509, -0.5709650178672597)"
"33","33063","Enseignement Secondaire","(44.84263417981657, -0.582067624655322)"
"33","33063","Enseignement Secondaire","(44.84263634372297, -0.5820006226403784)"
"33","33063","École maternelle","(44.83834702330231, -0.5719202185236384)"
"33","33063","École maternelle","(44.87286198151861, -0.5692186720604614)"
"33","33063","Enseignement Secondaire","(44.84459018499424, -0.5419277122512813)"
"33","33063","Enseignement Secondaire","(44.83479981947787, -0.6099364620415998)"
"33","33063","Enseignement supérieur","(44.84322555031941, -0.5732339287027475)"
"33","33063","École maternelle","(44.85123573610482, -0.615296287974519)"
"33","33063","Enseignement supérieur","(44.857771500487935, -0.560068322872715)"
"33","33063","École maternelle","(44.82409906011671, -0.5609679049578681)"
"33","33063","Enseignement Secondaire","(44.829354700913235, -0.5606438932307474)"
"33","33063","Enseignement supérieur","(44.82612537291033, -0.6136632003179672)"
"33","33063","Enseignement Secondaire","(44.83121043563395, -0.5964170344648458)"
"33","33063","Enseignement supérieur","(44.84515013120531, -0.5582227739214983)"
"33","33063","Enseignement Secondaire","(44.83934990519789, -0.5555751050836719)"
"33","33063","Enseignement supérieur","(44.83067165304431, -0.5620116436366629)"
"33","33063","Enseignement Secondaire","(44.866527228157366, -0.567502808611153)"
"33","33063","Enseignement supérieur","(44.82978992215849, -0.5656108047962706)"
"33","33063","Enseignement Secondaire","(44.833770262599174, -0.5927951212945896)"
"33","33063","École maternelle","(44.86012449536179, -0.5622919455021077)"
"33","33063","Enseignement supérieur","(44.854047600493466, -0.5662952859608089)"
"33","33063","École maternelle","(44.85874171191297, -0.6250150543589537)"
"33","33063","École maternelle","(44.842765378498065, -0.6058324034570453)"
"33","33063","Enseignement Secondaire","(44.84153298533767, -0.5538233762598802)"
"33","33063","Enseignement supérieur","(44.825725038949834, -0.6065821378534875)"
"33","33063","Enseignement Secondaire","(44.843567177606666, -0.5891706638485684)"
"33","33063","École maternelle","(44.8507530631339, -0.5832293643263228)"
"33","33063","Enseignement supérieur","(44.82540164524482, -0.6059952767397428)"
"33","33063","Enseignement Secondaire","(44.85227571564247, -0.5849179363561144)"
"33","33063","Enseignement Secondaire","(44.84416432600467, -0.5957773883124328)"
"33","33063","Enseignement supérieur","(44.827402341271835, -0.6076612478574626)"
"33","33063","Enseignement supérieur","(44.8262998485515, -0.605812330986839)"
"33","33063","Enseignement supérieur","(44.82549765970491, -0.6060913584527092)"
"33","33063","Enseignement supérieur","(44.82545042966525, -0.6061579788571897)"
"33","33063","Enseignement Secondaire","(44.8281101168648, -0.5724392610557711)"
"33","33063","Enseignement supérieur","(44.83321505519852, -0.582656039771984)"
"33","33063","École maternelle","(44.84335043200447, -0.5886272775988852)"
"33","33063","École maternelle","(44.85476535698774, -0.6156769606899395)"
"33","33063","École maternelle","(44.85217856328347, -0.5773185486247392)"
"33","33063","Enseignement supérieur","(44.82927121781242, -0.5694077100771718)"
"33","33063","École maternelle","(44.847721292590094, -0.5850122165006633)"
"33","33063","Enseignement Secondaire","(44.84739977328529, -0.6005037206658825)"
"33","33063","École maternelle","(44.844325239506894, -0.5611791773335856)"
"33","33063","École maternelle","(44.83774542726368, -0.5891582302883367)"
"33","33063","École maternelle","(44.81547229643168, -0.5554107528449558)"
"33","33063","École maternelle","(44.8186731637767, -0.571627528350298)"
"33","33063","École maternelle","(44.856420457340214, -0.5720985734084192)"
"33","33063","École maternelle","(44.836302251552254, -0.574404487375349)"
"33","33063","Enseignement supérieur","(44.819257135347996, -0.6001063547406166)"
