"Département (Champ géographique)","Code Commune (Champ géographique)","Nom Commune (Champ géographique)","Section (Références cadastrales)","Bâtiment (Identification du local)","N° voirie (Adresse du local)","Indice de répétition (Adresse du local)","Nature voie (Adresse du local)","Nom voie (Adresse du local)","N° MAJIC (Propriétaire(s) du local)","N° SIREN (Propriétaire(s) du local)","Forme juridique (Propriétaire(s) du local)","Forme juridique abrégée (Propriétaire(s) du local)","Dénomination (Propriétaire(s) du local)","Adresse","Adresse_complete"
33,63,"BORDEAUX","AX","A",9041,"","RUE","RAYMOND LAVIGNE","P998MW","444608442",5699,"SA","ENEDIS","RUE RAYMOND LAVIGNE","9041 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AX","A",121,"","RUE","REIGNIER","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE REIGNIER","121 RUE REIGNIER"
33,63,"BORDEAUX","AX","A",121,"","RUE","HORTENSE","PBJJ45","453860421",9220,"ASS","APIMI ASS INOVATION MATIERE INTEGRATION","RUE HORTENSE","121 RUE HORTENSE"
33,63,"BORDEAUX","AX","A",140,"","RUE","HORTENSE","PBDRVZ","U25983589",9220,"ASS","ASSOCIATION POUR L INNOVATON EN MATIERE D INTEGRATION","RUE HORTENSE","140 RUE HORTENSE"
33,63,"BORDEAUX","AX","A",113,"B","RUE","REIGNIER","PBDQHR","483394946",6540,"SCI","BE NI ROM","RUE REIGNIER","113 RUE REIGNIER"
33,63,"BORDEAUX","AX","A",74,"","RUE","RAYMOND LAVIGNE","PBBSXF","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE RAYMOND LAVIGNE","74 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AX","B",123,"Q","RUE","HORTENSE","PBDQF3","U14955514",6540,"SCI","SCI DOLFUS","RUE HORTENSE","123 RUE HORTENSE"
33,63,"BORDEAUX","AX","A",9001,"","RUE","RAYMOND LAVIGNE","PBC82W","213300635",7210,"COM","COMMUNE DE BORDEAUX","RUE RAYMOND LAVIGNE","9001 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AX","TA",9001,"","RUE","RAYMOND LAVIGNE","P9MBBH","444608442",5699,"SA","ENEDIS","RUE RAYMOND LAVIGNE","9001 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AX","TA",9001,"","RUE","RAYMOND LAVIGNE","P998MW","444608442",5699,"SA","ENEDIS","RUE RAYMOND LAVIGNE","9001 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","A",3,"","RUE","RAYMOND LAVIGNE","PBJ277","481564466",6540,"SCI","BORDEAUX RIVE DROITE","RUE RAYMOND LAVIGNE","3 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","PK",3,"","RUE","RAYMOND LAVIGNE","PBDKLP","441491818",6540,"SCI","OULE","RUE RAYMOND LAVIGNE","3 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","PK",7,"","RUE","RAYMOND LAVIGNE","PBDJFZ","440023984",6540,"SCI","LES SOURCES DE FONTGRAVE","RUE RAYMOND LAVIGNE","7 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","PK",7,"","RUE","RAYMOND LAVIGNE","PBJX36","844762831",6540,"SCI","SCI RENARD","RUE RAYMOND LAVIGNE","7 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","PK",5,"","RUE","RAYMOND LAVIGNE","PBBNG2","452274178",6540,"SCI","BELLEVUE","RUE RAYMOND LAVIGNE","5 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","PK",5,"","RUE","RAYMOND LAVIGNE","PBDJ24","440350098",6540,"SCI","CERISE","RUE RAYMOND LAVIGNE","5 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","PK",8,"","RUE","RAYMOND LAVIGNE","PBHNCK","507545069",6540,"SCI","SCI FEAUGAS","RUE RAYMOND LAVIGNE","8 RUE RAYMOND LAVIGNE"
33,63,"BORDEAUX","AY","A",61,"B","QUAI","DE QUEYRIES","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE QUEYRIES","61 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","A",61,"B","QUAI","DE QUEYRIES","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE QUEYRIES","61 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","A",33,"","QUAI","DE QUEYRIES","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE QUEYRIES","33 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","A",33,"","QUAI","DE QUEYRIES","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE QUEYRIES","33 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","13",2,"","RUE","JEAN PAUL ALAUX","PBG7XH","528824444",6540,"SCI","SCI CAMBEL","RUE JEAN PAUL ALAUX","2 RUE JEAN PAUL ALAUX"
33,63,"BORDEAUX","AY","14",8,"","RUE","JEAN PAUL ALAUX","PBHPPF","351096755",6540,"SCI","ST-GABRIEL","RUE JEAN PAUL ALAUX","8 RUE JEAN PAUL ALAUX"
33,63,"BORDEAUX","AY","16",14,"","RUE","JEAN PAUL ALAUX","PBJKDX","775661069",8130,"IRC","FEDERATION AGIRC-ARRCO","RUE JEAN PAUL ALAUX","14 RUE JEAN PAUL ALAUX"
33,63,"BORDEAUX","AY","16",14,"","RUE","JEAN PAUL ALAUX","PBFZ23","491471371",6599,"SC","FONCIERE DI 01-2007","RUE JEAN PAUL ALAUX","14 RUE JEAN PAUL ALAUX"
33,63,"BORDEAUX","AY","03",9,"","RUE","NUYENS","PBJ43Q","U28789730",9110,"SYCO","ABSOLUTE HABITAT","RUE NUYENS","9 RUE NUYENS"
33,63,"BORDEAUX","AY","08",11,"","RUE","NUYENS","PBJM8H","831720891",6540,"SCI","CSNG","RUE NUYENS","11 RUE NUYENS"
33,63,"BORDEAUX","AY","09",11,"","RUE","NUYENS","PBDM3N","449431840",6540,"SCI","GABELINE","RUE NUYENS","11 RUE NUYENS"
33,63,"BORDEAUX","AY","09",11,"","RUE","NUYENS","PBDQ2M","453223406",6540,"SCI","BARAS","RUE NUYENS","11 RUE NUYENS"
33,63,"BORDEAUX","AY","04",13,"","RUE","NUYENS","PBJKDX","775661069",8130,"IRC","FEDERATION AGIRC-ARRCO","RUE NUYENS","13 RUE NUYENS"
33,63,"BORDEAUX","AY","04",13,"","RUE","NUYENS","PBDP6B","449498922",6540,"SCI","FONCIERE DI 01 2004","RUE NUYENS","13 RUE NUYENS"
33,63,"BORDEAUX","AY","05",15,"","RUE","NUYENS","PBJKDX","775661069",8130,"IRC","FEDERATION AGIRC-ARRCO","RUE NUYENS","15 RUE NUYENS"
33,63,"BORDEAUX","AY","05",15,"","RUE","NUYENS","PBDP6B","449498922",6540,"SCI","FONCIERE DI 01 2004","RUE NUYENS","15 RUE NUYENS"
33,63,"BORDEAUX","AY","10",54,"","RUE","LEONCE MOTELAY","PBDP8Q","481283737",6540,"SCI","KANI","RUE LEONCE MOTELAY","54 RUE LEONCE MOTELAY"
33,63,"BORDEAUX","AY","A",12,"","QUAI","DE QUEYRIES","PBHKQ2","507646446",6540,"SCI","PRIMOPIERRE","QUAI DE QUEYRIES","12 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","TA",20,"","RUE","LEONCE MOTELAY","P9MBBH","444608442",5699,"SA","ENEDIS","RUE LEONCE MOTELAY","20 RUE LEONCE MOTELAY"
33,63,"BORDEAUX","AY","TA",20,"","RUE","LEONCE MOTELAY","P998MW","444608442",5699,"SA","ENEDIS","RUE LEONCE MOTELAY","20 RUE LEONCE MOTELAY"
33,63,"BORDEAUX","AY","A",9,"","RUE","JEAN PAUL ALAUX","P9992P","330033127",5699,"SA","SURAVENIR","RUE JEAN PAUL ALAUX","9 RUE JEAN PAUL ALAUX"
33,63,"BORDEAUX","AY","C",9,"","RUE","JEAN PAUL ALAUX","P9992P","330033127",5699,"SA","SURAVENIR","RUE JEAN PAUL ALAUX","9 RUE JEAN PAUL ALAUX"
33,63,"BORDEAUX","AY","A",23,"","QUAI","DE QUEYRIES","P998QV","332778224",5699,"SA","CREDIT MUTUEL REAL ESTATE LEASE","QUAI DE QUEYRIES","23 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","A",23,"","QUAI","DE QUEYRIES","PBF8MB","340446707",5599,"SA","FINAMUR","QUAI DE QUEYRIES","23 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AY","A",13,"","ALLEE","JEAN GIONO","PBC82W","213300635",7210,"COM","COMMUNE DE BORDEAUX","ALLEE JEAN GIONO","13 ALLEE JEAN GIONO"
33,63,"BORDEAUX","AZ","A",105,"","QUAI","DE QUEYRIES","PBJGPJ","809369119",5710,"SAS","SAS DAMENAGEMENT BASTIDE NIEL","QUAI DE QUEYRIES","105 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","E",105,"","QUAI","DE QUEYRIES","PBDCHH","U25971397",5599,"SA","BORIFER TRAITEMENT DES METAUX","QUAI DE QUEYRIES","105 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","A",82,"","CITE","HORTENSE","PBHLJG","110090016",7113,"ETAT","MINISTERE DE LA DEFENSE","CITE HORTENSE","82 CITE HORTENSE"
33,63,"BORDEAUX","AZ","A",82,"","CITE","HORTENSE","P99999","U28356252",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT","CITE HORTENSE","82 CITE HORTENSE"
33,63,"BORDEAUX","AZ","A",136,"","AVENUE","THIERS","PBC9XH","460201361",5710,"SAS","COMPAGNIE FINANCIERE DAQUITAINE","AVENUE THIERS","136 AVENUE THIERS"
33,63,"BORDEAUX","AZ","A",9000,"","RUE","BOUTHIER","PBG6L9","243300316",7344,"","BORDEAUX METROPOLE","RUE BOUTHIER","9000 RUE BOUTHIER"
33,63,"BORDEAUX","AZ","A",106,"B","QUAI","DE QUEYRIES","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE QUEYRIES","106 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","A",106,"B","QUAI","DE QUEYRIES","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE QUEYRIES","106 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","A",180,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","180 AVENUE THIERS"
33,63,"BORDEAUX","AZ","A",180,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","180 AVENUE THIERS"
33,63,"BORDEAUX","AZ","B",182,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","182 AVENUE THIERS"
33,63,"BORDEAUX","AZ","B",182,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","182 AVENUE THIERS"
33,63,"BORDEAUX","AZ","C",184,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","184 AVENUE THIERS"
33,63,"BORDEAUX","AZ","C",184,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","184 AVENUE THIERS"
33,63,"BORDEAUX","AZ","D",186,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","186 AVENUE THIERS"
33,63,"BORDEAUX","AZ","D",186,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","186 AVENUE THIERS"
33,63,"BORDEAUX","AZ","E",188,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","188 AVENUE THIERS"
33,63,"BORDEAUX","AZ","E",188,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","188 AVENUE THIERS"
33,63,"BORDEAUX","AZ","F",190,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","190 AVENUE THIERS"
33,63,"BORDEAUX","AZ","F",190,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","190 AVENUE THIERS"
33,63,"BORDEAUX","AZ","G",192,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","192 AVENUE THIERS"
33,63,"BORDEAUX","AZ","G",192,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","192 AVENUE THIERS"
33,63,"BORDEAUX","AZ","H",194,"","AVENUE","THIERS","P9MBFM","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","194 AVENUE THIERS"
33,63,"BORDEAUX","AZ","H",194,"","AVENUE","THIERS","P9994V","775690886",5546,"SA","ICF ATLANTIQUE SA DHLM","AVENUE THIERS","194 AVENUE THIERS"
33,63,"BORDEAUX","AZ","A",158,"","AVENUE","THIERS","P9MBFT","552049447",5599,"SA","SOCIETE NATIONALE SNCF","AVENUE THIERS","158 AVENUE THIERS"
33,63,"BORDEAUX","AZ","A",158,"","AVENUE","THIERS","P9999Z","552049447",5599,"SA","SOCIETE NATIONALE SNCF","AVENUE THIERS","158 AVENUE THIERS"
33,63,"BORDEAUX","AZ","T",5000,"","QUAI","ARMAND LALANDE","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI ARMAND LALANDE","5000 QUAI ARMAND LALANDE"
33,63,"BORDEAUX","AZ","T",5000,"","QUAI","ARMAND LALANDE","P998MW","444608442",5699,"SA","ENEDIS","QUAI ARMAND LALANDE","5000 QUAI ARMAND LALANDE"
33,63,"BORDEAUX","AZ","A",87,"","QUAI","DE QUEYRIES","PBHDHV","523394997",5710,"SAS","DARWIN - BASTIDE","QUAI DE QUEYRIES","87 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","A",87,"","QUAI","DE QUEYRIES","PBJWDC","213300635",7210,"COM","COMMUNE DE BORDEAUX","QUAI DE QUEYRIES","87 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","A",9010,"","QUAI","DE QUEYRIES","P99999","U28356252",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT","QUAI DE QUEYRIES","9010 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","D",105,"","QUAI","DE QUEYRIES","P99999","U28356252",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT","QUAI DE QUEYRIES","105 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","D",105,"","QUAI","DE QUEYRIES","PBDCHH","U25971397",5599,"SA","BORIFER TRAITEMENT DES METAUX","QUAI DE QUEYRIES","105 QUAI DE QUEYRIES"
33,63,"BORDEAUX","AZ","F",1,"","QUAI","DE BRAZZA","PBC6GM","457207744",5599,"SA","MONTANE","QUAI DE BRAZZA","1 QUAI DE BRAZZA"
33,63,"BORDEAUX","AZ","G",1,"","QUAI","DE BRAZZA","PBC6GM","457207744",5599,"SA","MONTANE","QUAI DE BRAZZA","1 QUAI DE BRAZZA"
33,63,"BORDEAUX","AZ","V",9000,"F","QUAI","DE QUEYRIES","PBH8SZ","538446543",5710,"SAS","BLUECUB","QUAI DE QUEYRIES","9000 QUAI DE QUEYRIES"
33,63,"BORDEAUX","BA","A",64,"","AVENUE","THIERS","PBDHM9","438139891",6540,"SCI","THIERS 64","AVENUE THIERS","64 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",72,"","AVENUE","THIERS","PBDB52","401466388",6540,"SCI","N V I","AVENUE THIERS","72 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",74,"","AVENUE","THIERS","PBC5MC","U25998412",6540,"SCI","SCI BASTIDE","AVENUE THIERS","74 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",80,"","AVENUE","THIERS","P99810","478282452",6599,"SC","SCI BP MIXTE","AVENUE THIERS","80 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",3,"","RUE","DE LA PASSERELLE","PBDHD2","433785805",6540,"SCI","MORENO","RUE DE LA PASSERELLE","3 RUE DE LA PASSERELLE"
33,63,"BORDEAUX","BA","GA",3,"","RUE","DE LA PASSERELLE","PBDHD2","433785805",6540,"SCI","MORENO","RUE DE LA PASSERELLE","3 RUE DE LA PASSERELLE"
33,63,"BORDEAUX","BA","A",92,"","AVENUE","THIERS","PBDP6C","481564466",6540,"SCI","BORDEAUX RIVE DROITE","AVENUE THIERS","92 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",98,"","AVENUE","THIERS","PBHR28","793959693",6540,"SCI","98 THIERS","AVENUE THIERS","98 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",104,"","AVENUE","THIERS","PBG4G3","522503275",6540,"SCI","ASPASIE","AVENUE THIERS","104 AVENUE THIERS"
33,63,"BORDEAUX","BA","PK",104,"","AVENUE","THIERS","PBGX9W","408623007",6540,"SCI","LA BASTIDE","AVENUE THIERS","104 AVENUE THIERS"
33,63,"BORDEAUX","BA","PK",104,"","AVENUE","THIERS","PBBRCW","491503645",6540,"SCI","DEAL","AVENUE THIERS","104 AVENUE THIERS"
33,63,"BORDEAUX","BA","PK",104,"","AVENUE","THIERS","PBGZ2X","519050397",6540,"SCI","SOCIETE CIVILE IMMOBILIERE MAJE","AVENUE THIERS","104 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",112,"","AVENUE","THIERS","PBJRLK","U20351067",6599,"SC","GAIRIN-CALVO GASTON","AVENUE THIERS","112 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",122,"","AVENUE","THIERS","PBDVBR","503359606",6540,"SCI","BORDELAISE AVENUE THIERS","AVENUE THIERS","122 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",124,"","AVENUE","THIERS","PBDVBR","503359606",6540,"SCI","BORDELAISE AVENUE THIERS","AVENUE THIERS","124 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",90,"","AVENUE","THIERS","PBDP6C","481564466",6540,"SCI","BORDEAUX RIVE DROITE","AVENUE THIERS","90 AVENUE THIERS"
33,63,"BORDEAUX","BA","A",2,"","RUE","DE LA PASSERELLE","PBG57R","523143683",6540,"SCI","LA PASSERELLE","RUE DE LA PASSERELLE","2 RUE DE LA PASSERELLE"
33,63,"BORDEAUX","BA","A",96,"","AVENUE","THIERS","PBDLQL","447782632",6540,"SCI","MAJESS","AVENUE THIERS","96 AVENUE THIERS"
33,63,"BORDEAUX","BC","A",8,"","RUE","CALVIMONT","PBDCH7","404075764",6540,"SCI","MANU","RUE CALVIMONT","8 RUE CALVIMONT"
33,63,"BORDEAUX","BC","A",8,"B","RUE","DE LA BENAUGE","PBJZVK","828355818",6540,"SCI","LES SIX BONTE","RUE DE LA BENAUGE","8 RUE DE LA BENAUGE"
33,63,"BORDEAUX","BC","A",2,"","RUE","DE LA BENAUGE","PBHDWC","534195151",6540,"SCI","SCI AE","RUE DE LA BENAUGE","2 RUE DE LA BENAUGE"
33,63,"BORDEAUX","BC","A",1,"","QUAI","DESCHAMPS","PBDQB4","480755768",6540,"SCI","SCI DESCHAMPS","QUAI DESCHAMPS","1 QUAI DESCHAMPS"
33,63,"BORDEAUX","BC","A",1,"","PLACE","DE STALINGRAD","PBG7MQ","U14268865",9220,"ASS","ASSOCIATION DIOCESAINE DE BORDEAUX","PLACE DE STALINGRAD","1 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","B",3,"","PLACE","DE STALINGRAD","PBG7MQ","U14268865",9220,"ASS","ASSOCIATION DIOCESAINE DE BORDEAUX","PLACE DE STALINGRAD","3 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",5,"","PLACE","DE STALINGRAD","PBDFXJ","055807531",5599,"SA","LABEILLE","PLACE DE STALINGRAD","5 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",9,"","PLACE","DE STALINGRAD","P9995Q","456204809",5599,"SA","BANQUE CIC SUD OUEST","PLACE DE STALINGRAD","9 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",13,"","PLACE","DE STALINGRAD","PBGXW9","518159967",6540,"SCI","BLON BASTIDE","PLACE DE STALINGRAD","13 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",13,"","PLACE","DE STALINGRAD","PBHZWD","529017147",6599,"SC","UMR SELECT RETAIL","PLACE DE STALINGRAD","13 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",32,"","PLACE","DE STALINGRAD","PBGTCF","509015467",6599,"SC","SCI LES PIERRES RIVES DE GARONNE","PLACE DE STALINGRAD","32 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",7,"","RUE","HONORE PICON","PBDSSP","494231319",6540,"SCI","LES 3 THIERS","RUE HONORE PICON","7 RUE HONORE PICON"
33,63,"BORDEAUX","BC","A",30,"","PLACE","DE STALINGRAD","PBC63W","U25950926",6540,"SCI","SCI RUE FOURTEAU","PLACE DE STALINGRAD","30 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",26,"","PLACE","DE STALINGRAD","PBDS6B","497917120",6599,"SC","SCI BOUDY IMMOBILIER","PLACE DE STALINGRAD","26 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",21,"","RUE","FOURTEAU","PBDT7R","351832985",6540,"SCI","RUE FOURTEAU","RUE FOURTEAU","21 RUE FOURTEAU"
33,63,"BORDEAUX","BC","A",10,"","PLACE","DE STALINGRAD","PBC6HF","458204963",5546,"SA","DOMOFRANCE","PLACE DE STALINGRAD","10 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",16,"","PLACE","DE STALINGRAD","PBC6HF","458204963",5546,"SA","DOMOFRANCE","PLACE DE STALINGRAD","16 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","AA",12,"","PLACE","DE STALINGRAD","PBC6HF","458204963",5546,"SA","DOMOFRANCE","PLACE DE STALINGRAD","12 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","B",22,"","PLACE","DE STALINGRAD","PBC6HF","458204963",5546,"SA","DOMOFRANCE","PLACE DE STALINGRAD","22 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","BB",20,"","PLACE","DE STALINGRAD","PBC6HF","458204963",5546,"SA","DOMOFRANCE","PLACE DE STALINGRAD","20 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","C",15,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","15 RUE FOURTEAU"
33,63,"BORDEAUX","BC","CC",15,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","15 RUE FOURTEAU"
33,63,"BORDEAUX","BC","D",13,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","13 RUE FOURTEAU"
33,63,"BORDEAUX","BC","DD",15,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","15 RUE FOURTEAU"
33,63,"BORDEAUX","BC","PK",13,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","13 RUE FOURTEAU"
33,63,"BORDEAUX","BC","A",5,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","5 RUE FOURTEAU"
33,63,"BORDEAUX","BC","A",3,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","3 RUE FOURTEAU"
33,63,"BORDEAUX","BC","A",9003,"","PLACE","DE STALINGRAD","P9MBBH","444608442",5699,"SA","ENEDIS","PLACE DE STALINGRAD","9003 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",9003,"","PLACE","DE STALINGRAD","P998MW","444608442",5699,"SA","ENEDIS","PLACE DE STALINGRAD","9003 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","A",2,"","PLACE","DE STALINGRAD","PBC6HF","458204963",5546,"SA","DOMOFRANCE","PLACE DE STALINGRAD","2 PLACE DE STALINGRAD"
33,63,"BORDEAUX","BC","B",3,"","QUAI","DE QUEYRIES","PBC6HF","458204963",5546,"SA","DOMOFRANCE","QUAI DE QUEYRIES","3 QUAI DE QUEYRIES"
33,63,"BORDEAUX","BC","D",1,"","RUE","FOURTEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","RUE FOURTEAU","1 RUE FOURTEAU"
33,63,"BORDEAUX","BC","GA",2,"","QUAI","DE QUEYRIES","PBC6HF","458204963",5546,"SA","DOMOFRANCE","QUAI DE QUEYRIES","2 QUAI DE QUEYRIES"
33,63,"BORDEAUX","BC","A",5,"","QUAI","DE QUEYRIES","PBHV4N","797496502",6540,"SCI","SCI LESPACE YOGA","QUAI DE QUEYRIES","5 QUAI DE QUEYRIES"
33,63,"BORDEAUX","BC","A",5,"","QUAI","DE QUEYRIES","PBJ7L9","851988352",6540,"SCI","BASTIDE QUEYRIES","QUAI DE QUEYRIES","5 QUAI DE QUEYRIES"
33,63,"BORDEAUX","BC","A",1,"","ALLEE","SERR","PBJ7L9","851988352",6540,"SCI","BASTIDE QUEYRIES","ALLEE SERR","1 ALLEE SERR"
33,63,"BORDEAUX","BC","A",5,"","ALLEE","SERR","PBJCH5","820173268",6540,"SCI","JBM","ALLEE SERR","5 ALLEE SERR"
33,63,"BORDEAUX","BC","A",5,"","ALLEE","SERR","PBJBZN","819062225",6540,"SCI","3R16","ALLEE SERR","5 ALLEE SERR"
33,63,"BORDEAUX","BC","B",7,"","ALLEE","SERR","PBGWR6","479237224",6542,"SC","SCI LA SOURCE","ALLEE SERR","7 ALLEE SERR"
33,63,"BORDEAUX","BC","A",12,"","RUE","FOURTEAU","PBDTB5","497512210",6540,"SCI","SOCIETE CIVILE IMMOBILIERE BASTIDE DOMIN","RUE FOURTEAU","12 RUE FOURTEAU"
33,63,"BORDEAUX","BC","A",18,"","RUE","FOURTEAU","PBDRC2","488107970",6540,"SCI","L A S","RUE FOURTEAU","18 RUE FOURTEAU"
33,63,"BORDEAUX","BC","A",14,"","RUE","HONORE PICON","PBDTB6","498870096",6540,"SCI","L ATELIER","RUE HONORE PICON","14 RUE HONORE PICON"
33,63,"BORDEAUX","BC","A",10,"","RUE","HONORE PICON","PBDMTD","U25976490",6540,"SCI","SCI PICROS","RUE HONORE PICON","10 RUE HONORE PICON"
33,63,"BORDEAUX","BC","A",8,"","RUE","HONORE PICON","PBG6N4","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE HONORE PICON","8 RUE HONORE PICON"
33,63,"BORDEAUX","BC","A",8,"B","RUE","HONORE PICON","PBG6N4","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE HONORE PICON","8 RUE HONORE PICON"
33,63,"BORDEAUX","BC","A",6,"","RUE","HONORE PICON","PBDQW8","483778684",6540,"SCI","LE BARBU","RUE HONORE PICON","6 RUE HONORE PICON"
33,63,"BORDEAUX","BC","A",2,"","RUE","HONORE PICON","PBJTV3","383381209",6540,"SCI","FLORE","RUE HONORE PICON","2 RUE HONORE PICON"
33,63,"BORDEAUX","BC","V",9000,"F","RUE","HONORE PICON","PBH8SZ","538446543",5710,"SAS","BLUECUB","RUE HONORE PICON","9000 RUE HONORE PICON"
