"Département (Champ géographique)","Code Commune (Champ géographique)","Nom Commune (Champ géographique)","Section (Références cadastrales)","Bâtiment (Identification du local)","N° voirie (Adresse du local)","Indice de répétition (Adresse du local)","Nature voie (Adresse du local)","Nom voie (Adresse du local)","N° MAJIC (Propriétaire(s) du local)","N° SIREN (Propriétaire(s) du local)","Forme juridique (Propriétaire(s) du local)","Forme juridique abrégée (Propriétaire(s) du local)","Dénomination (Propriétaire(s) du local)","Adresse","Adresse_complete"
33,63,"BORDEAUX","AB","B",199,"T","QUAI","DE BRAZZA","PBC6HF","458204963",5546,"SA","DOMOFRANCE","QUAI DE BRAZZA","199 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","B",199,"T","QUAI","DE BRAZZA","PBHMSZ","263300626",7361,"CCAS","CENTRE COMMUNAL DACTION SOCIALE","QUAI DE BRAZZA","199 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",4,"","IMPASSE","MARTIN VIDEAU","PBC6HF","458204963",5546,"SA","DOMOFRANCE","IMPASSE MARTIN VIDEAU","4 IMPASSE MARTIN VIDEAU"
33,63,"BORDEAUX","AB","A",202,"","QUAI","DE BRAZZA","PBJKGC","504405416",6540,"SCI","ALONSO SARRAUTE","QUAI DE BRAZZA","202 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","B",201,"T","QUAI","DE BRAZZA","PBJPHV","833681711",6540,"SCI","KIPARISSE","QUAI DE BRAZZA","201 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",202,"B","QUAI","DE BRAZZA","PBJKGC","504405416",6540,"SCI","ALONSO SARRAUTE","QUAI DE BRAZZA","202 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","B",202,"B","QUAI","DE BRAZZA","PBJKGC","504405416",6540,"SCI","ALONSO SARRAUTE","QUAI DE BRAZZA","202 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",190,"","QUAI","DE BRAZZA","PBHR3B","316514660",5710,"SAS","PRODUITS JOCK SA","QUAI DE BRAZZA","190 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",164,"","QUAI","DE BRAZZA","PBGTJM","413074709",6540,"SCI","LARREY","QUAI DE BRAZZA","164 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","B",179,"","QUAI","DE BRAZZA","PBDF84","421761289",6540,"SCI","SCI DU TRIANGLE","QUAI DE BRAZZA","179 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","C",179,"","QUAI","DE BRAZZA","PBDF84","421761289",6540,"SCI","SCI DU TRIANGLE","QUAI DE BRAZZA","179 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","D",179,"","QUAI","DE BRAZZA","PBDF84","421761289",6540,"SCI","SCI DU TRIANGLE","QUAI DE BRAZZA","179 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","E",179,"","QUAI","DE BRAZZA","PBDF84","421761289",6540,"SCI","SCI DU TRIANGLE","QUAI DE BRAZZA","179 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","F",179,"","QUAI","DE BRAZZA","PBDF84","421761289",6540,"SCI","SCI DU TRIANGLE","QUAI DE BRAZZA","179 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","G",179,"","QUAI","DE BRAZZA","PBDF84","421761289",6540,"SCI","SCI DU TRIANGLE","QUAI DE BRAZZA","179 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","B",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","C",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","D",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","E",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","F",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","G",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","H",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","I",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","J",183,"","QUAI","DE BRAZZA","PBDFDX","419543574",6540,"SCI","BRAZZA ZFU","QUAI DE BRAZZA","183 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","TA",180,"","QUAI","DE BRAZZA","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","180 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","TA",180,"","QUAI","DE BRAZZA","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","180 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",199,"B","QUAI","DE BRAZZA","PBJHGS","827765256",6540,"SCI","CABINET BRAZZA","QUAI DE BRAZZA","199 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",210,"","QUAI","DE BRAZZA","PBC8GM","353242381",6540,"SCI","DU 209 QUAI DE BRAZZA","QUAI DE BRAZZA","210 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","A",209,"","QUAI","DE BRAZZA","PBC8GM","353242381",6540,"SCI","DU 209 QUAI DE BRAZZA","QUAI DE BRAZZA","209 QUAI DE BRAZZA"
33,63,"BORDEAUX","AB","B",209,"","QUAI","DE BRAZZA","PBC8GM","353242381",6540,"SCI","DU 209 QUAI DE BRAZZA","QUAI DE BRAZZA","209 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","A",123,"","QUAI","DE BRAZZA","PBDC3G","399240662",5710,"SAS","FINADAV","QUAI DE BRAZZA","123 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","B",123,"","QUAI","DE BRAZZA","PBDC3G","399240662",5710,"SAS","FINADAV","QUAI DE BRAZZA","123 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","C",123,"","QUAI","DE BRAZZA","PBDC3G","399240662",5710,"SAS","FINADAV","QUAI DE BRAZZA","123 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","D",123,"","QUAI","DE BRAZZA","PBDC3G","399240662",5710,"SAS","FINADAV","QUAI DE BRAZZA","123 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","E",123,"","QUAI","DE BRAZZA","PBDC3G","399240662",5710,"SAS","FINADAV","QUAI DE BRAZZA","123 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","F",123,"","QUAI","DE BRAZZA","PBDC3G","399240662",5710,"SAS","FINADAV","QUAI DE BRAZZA","123 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","TA",9001,"","QUAI","DE BRAZZA","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","9001 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","TA",9001,"","QUAI","DE BRAZZA","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","9001 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","C",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","D",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","E",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","F",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","G",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","H",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","I",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","J",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","K",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","M",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","N",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","O",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","P",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","Q",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","R",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","S",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","T",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","U",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","V",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","W",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","A",162,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","B",162,"","QUAI","DE BRAZZA","P99999","U28356252",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT","QUAI DE BRAZZA","162 QUAI DE BRAZZA"
33,63,"BORDEAUX","AC","A",125,"","QUAI","DE BRAZZA","PBDSMP","342012390",5599,"SA","CONSTRUCTION NAVALE BORDEAUX","QUAI DE BRAZZA","125 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","A",27,"","RUE","LAJAUNIE","PBBSXF","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE LAJAUNIE","27 RUE LAJAUNIE"
33,63,"BORDEAUX","AD","TA",31,"","RUE","LAJAUNIE","P9MBBH","444608442",5699,"SA","ENEDIS","RUE LAJAUNIE","31 RUE LAJAUNIE"
33,63,"BORDEAUX","AD","TA",31,"","RUE","LAJAUNIE","P998MW","444608442",5699,"SA","ENEDIS","RUE LAJAUNIE","31 RUE LAJAUNIE"
33,63,"BORDEAUX","AD","C",74,"","QUAI","DE BRAZZA","PBDCDB","402301840",6540,"SCI","2M","QUAI DE BRAZZA","74 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","A",84,"","QUAI","DE BRAZZA","PBDBH2","389415126",6540,"SCI","PECHAVY LOCATION IMMEUBLE","QUAI DE BRAZZA","84 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","C",108,"","QUAI","DE BRAZZA","PBJWDC","213300635",7210,"COM","COMMUNE DE BORDEAUX","QUAI DE BRAZZA","108 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","C",87,"","QUAI","DE BRAZZA","PBG6L9","243300316",7344,"","BORDEAUX METROPOLE","QUAI DE BRAZZA","87 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","A",87,"","QUAI","DE BRAZZA","PBDM5C","451870646",6540,"SCI","L N P ET CO","QUAI DE BRAZZA","87 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","D",87,"","QUAI","DE BRAZZA","PBH2LF","458204963",5546,"SA","DOMOFRANCE","QUAI DE BRAZZA","87 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","B",87,"","QUAI","DE BRAZZA","PBDM5C","451870646",6540,"SCI","L N P ET CO","QUAI DE BRAZZA","87 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","B",6,"","RUE","LAJAUNIE","P9999R","562920470",5710,"SAS","LA MERIDIONALE DES BOIS ET MATERIAUX","RUE LAJAUNIE","6 RUE LAJAUNIE"
33,63,"BORDEAUX","AD","A",9011,"","RUE","LAJAUNIE","PBB6CZ","469200109",5599,"SA","DESCAS PERE ET FILS","RUE LAJAUNIE","9011 RUE LAJAUNIE"
33,63,"BORDEAUX","AD","B",65,"","QUAI","DE BRAZZA","PBB6CZ","469200109",5599,"SA","DESCAS PERE ET FILS","QUAI DE BRAZZA","65 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","C",65,"","QUAI","DE BRAZZA","PBB6CZ","469200109",5599,"SA","DESCAS PERE ET FILS","QUAI DE BRAZZA","65 QUAI DE BRAZZA"
33,63,"BORDEAUX","AD","A",65,"","QUAI","DE BRAZZA","PBB6CZ","469200109",5599,"SA","DESCAS PERE ET FILS","QUAI DE BRAZZA","65 QUAI DE BRAZZA"
33,63,"BORDEAUX","AE","A",18,"","RUE","ANDRE LAMANDE","P9MBFT","552049447",5599,"SA","SOCIETE NATIONALE SNCF","RUE ANDRE LAMANDE","18 RUE ANDRE LAMANDE"
33,63,"BORDEAUX","AE","A",18,"","RUE","ANDRE LAMANDE","P9999Z","552049447",5599,"SA","SOCIETE NATIONALE SNCF","RUE ANDRE LAMANDE","18 RUE ANDRE LAMANDE"
33,63,"BORDEAUX","AE","A",8,"","RUE","ANDRE LAMANDE","PBJD6K","822987202",6540,"SCI","CHARLIRENE","RUE ANDRE LAMANDE","8 RUE ANDRE LAMANDE"
33,63,"BORDEAUX","AE","A",6,"","RUE","ANDRE LAMANDE","PBHC37","534148689",6540,"SCI","SCI KALLISTE 33","RUE ANDRE LAMANDE","6 RUE ANDRE LAMANDE"
33,63,"BORDEAUX","AE","B",6,"","RUE","ANDRE LAMANDE","PBHC37","534148689",6540,"SCI","SCI KALLISTE 33","RUE ANDRE LAMANDE","6 RUE ANDRE LAMANDE"
33,63,"BORDEAUX","AE","A",64,"","RUE","DES VIVANTS","PBC9MF","U25951934",6540,"SCI","SCI GC","RUE DES VIVANTS","64 RUE DES VIVANTS"
33,63,"BORDEAUX","AE","A",9004,"","CITE","ROQUES","PBJM8P","830692901",6540,"SCI","CHANS VAT","CITE ROQUES","9004 CITE ROQUES"
33,63,"BORDEAUX","AE","A",9004,"B","CITE","ROQUES","PBJM8P","830692901",6540,"SCI","CHANS VAT","CITE ROQUES","9004 CITE ROQUES"
33,63,"BORDEAUX","AE","A",82,"","RUE","DES VIVANTS","PBDBKZ","395212632",6540,"SCI","VIVANTIN","RUE DES VIVANTS","82 RUE DES VIVANTS"
33,63,"BORDEAUX","AE","A",115,"","RUE","DES VIVANTS","PBBSXF","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE DES VIVANTS","115 RUE DES VIVANTS"
33,63,"BORDEAUX","AE","A",6,"","RUE","DEYME","PBG9XK","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE DEYME","6 RUE DEYME"
33,63,"BORDEAUX","AE","A",85,"","RUE","DES VIVANTS","PBG2TT","518728688",6540,"SCI","SCI NS","RUE DES VIVANTS","85 RUE DES VIVANTS"
33,63,"BORDEAUX","AE","B",33,"","RUE","PREVILLE","PBG2TT","518728688",6540,"SCI","SCI NS","RUE PREVILLE","33 RUE PREVILLE"
33,63,"BORDEAUX","AE","A",16,"","RUE","PREVILLE","PBG6N4","398731489",4140,"EPIC","AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE","RUE PREVILLE","16 RUE PREVILLE"
33,63,"BORDEAUX","AE","A",390,"","AVENUE","THIERS","PBDL7L","448881169",6540,"SCI","LISA","AVENUE THIERS","390 AVENUE THIERS"
33,63,"BORDEAUX","AE","GA",1,"","RUE","DEYME","PBDL7L","448881169",6540,"SCI","LISA","RUE DEYME","1 RUE DEYME"
33,63,"BORDEAUX","AE","A",388,"B","AVENUE","THIERS","PBDKLB","441312840",6540,"SCI","LA CHATOLE","AVENUE THIERS","388 AVENUE THIERS"
33,63,"BORDEAUX","AE","A",388,"","AVENUE","THIERS","PBHF9R","538164773",6540,"SCI","SCI MESSI","AVENUE THIERS","388 AVENUE THIERS"
33,63,"BORDEAUX","AE","B",388,"","AVENUE","THIERS","PBHF9R","538164773",6540,"SCI","SCI MESSI","AVENUE THIERS","388 AVENUE THIERS"
33,63,"BORDEAUX","AE","A",44,"","RUE","ANDRE DEGAIN","PBDSBK","U25984025",9900,"","ASSOCIATION POUR LA READAPTATION ET LINTEGRATION","RUE ANDRE DEGAIN","44 RUE ANDRE DEGAIN"
33,63,"BORDEAUX","AE","A",38,"","RUE","ANDRE DEGAIN","PBJHNM","828051649",6540,"SCI","LA CHARTREUSE","RUE ANDRE DEGAIN","38 RUE ANDRE DEGAIN"
33,63,"BORDEAUX","AE","A",372,"","AVENUE","THIERS","P996Q8","339993214",5599,"SA","SOGEFIMUR","AVENUE THIERS","372 AVENUE THIERS"
33,63,"BORDEAUX","AE","A",372,"","AVENUE","THIERS","PBHSGQ","794536730",6540,"SCI","JUPITER","AVENUE THIERS","372 AVENUE THIERS"
33,63,"BORDEAUX","AE","A",372,"","AVENUE","THIERS","PBHXC6","U25994755",6540,"SCI","SCI BASTIDE ORTHO","AVENUE THIERS","372 AVENUE THIERS"
33,63,"BORDEAUX","AE","A",14,"","RUE","ANDRE DEGAIN","P9MBBH","444608442",5699,"SA","ENEDIS","RUE ANDRE DEGAIN","14 RUE ANDRE DEGAIN"
33,63,"BORDEAUX","AE","A",14,"","RUE","ANDRE DEGAIN","P998MW","444608442",5699,"SA","ENEDIS","RUE ANDRE DEGAIN","14 RUE ANDRE DEGAIN"
33,63,"BORDEAUX","AE","A",7,"","RUE","DE LAUZAC","PBDKFL","441712643",6599,"SC","SCI MUGUET","RUE DE LAUZAC","7 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","A",11,"","RUE","DE LAUZAC","PBDRWF","489736710",6540,"SCI","LAUZAC","RUE DE LAUZAC","11 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","B",11,"","RUE","DE LAUZAC","PBDRWF","489736710",6540,"SCI","LAUZAC","RUE DE LAUZAC","11 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","C",13,"","RUE","DE LAUZAC","PBDRWF","489736710",6540,"SCI","LAUZAC","RUE DE LAUZAC","13 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","D",9,"","RUE","DE LAUZAC","PBDRWF","489736710",6540,"SCI","LAUZAC","RUE DE LAUZAC","9 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","GA",9,"","RUE","DE LAUZAC","PBDRWF","489736710",6540,"SCI","LAUZAC","RUE DE LAUZAC","9 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","A",39,"","RUE","DE LAUZAC","PBH6ML","812987972",6540,"SCI","DE LAUZAC","RUE DE LAUZAC","39 RUE DE LAUZAC"
33,63,"BORDEAUX","AE","A",40,"","RUE","ANDRE DEGAIN","PBJR38","838320737",6540,"SCI","MEER","RUE ANDRE DEGAIN","40 RUE ANDRE DEGAIN"
33,63,"BORDEAUX","AF","A",45,"","RUE","BOUTHIER","PBG6L9","243300316",7344,"","BORDEAUX METROPOLE","RUE BOUTHIER","45 RUE BOUTHIER"
33,63,"BORDEAUX","AF","A",101,"","RUE","BOUTHIER","PBDP9T","444459168",5499,"SARL","SOFIGO","RUE BOUTHIER","101 RUE BOUTHIER"
33,63,"BORDEAUX","AF","A",143,"","RUE","BOUTHIER","PBC4VF","309731867",5499,"SARL","BORDELAISE BACHERIE ET EMBALLAGES","RUE BOUTHIER","143 RUE BOUTHIER"
33,63,"BORDEAUX","AF","A",153,"","RUE","BOUTHIER","PBDTV8","501596233",6540,"SCI","BONGS","RUE BOUTHIER","153 RUE BOUTHIER"
33,63,"BORDEAUX","AF","AA",2,"","QUAI","DE BRAZZA","PBC82W","213300635",7210,"COM","COMMUNE DE BORDEAUX","QUAI DE BRAZZA","2 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","B",3,"","QUAI","DE BRAZZA","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","3 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","B",3,"","QUAI","DE BRAZZA","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","3 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","A",4,"","QUAI","DE BRAZZA","PBHZK2","243300316",7344,"","BORDEAUX METROPOLE","QUAI DE BRAZZA","4 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","DP",7,"","QUAI","DE BRAZZA","P999JV","778115824",5710,"SAS","BMSO","QUAI DE BRAZZA","7 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","A",61,"","RUE","BOUTHIER","PBH5JP","809852163",6540,"SCI","CHANBRUNOIT","RUE BOUTHIER","61 RUE BOUTHIER"
33,63,"BORDEAUX","AF","A",13,"","QUAI","DE BRAZZA","P9MBFT","552049447",5599,"SA","SOCIETE NATIONALE SNCF","QUAI DE BRAZZA","13 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","A",13,"","QUAI","DE BRAZZA","P9999Z","552049447",5599,"SA","SOCIETE NATIONALE SNCF","QUAI DE BRAZZA","13 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","A",149,"","RUE","BOUTHIER","PBDCZD","U25971501",6540,"SCI","SCI PAULIANE","RUE BOUTHIER","149 RUE BOUTHIER"
33,63,"BORDEAUX","AF","A",151,"","RUE","BOUTHIER","PBDTV8","501596233",6540,"SCI","BONGS","RUE BOUTHIER","151 RUE BOUTHIER"
33,63,"BORDEAUX","AF","B",151,"","RUE","BOUTHIER","PBDTV8","501596233",6540,"SCI","BONGS","RUE BOUTHIER","151 RUE BOUTHIER"
33,63,"BORDEAUX","AF","C",151,"","RUE","BOUTHIER","PBDTV8","501596233",6540,"SCI","BONGS","RUE BOUTHIER","151 RUE BOUTHIER"
33,63,"BORDEAUX","AF","D",151,"","RUE","BOUTHIER","PBDTV8","501596233",6540,"SCI","BONGS","RUE BOUTHIER","151 RUE BOUTHIER"
33,63,"BORDEAUX","AF","A",10,"","QUAI","DE BRAZZA","PBC82W","213300635",7210,"COM","COMMUNE DE BORDEAUX","QUAI DE BRAZZA","10 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","B",10,"","QUAI","DE BRAZZA","P9MBFT","552049447",5599,"SA","SOCIETE NATIONALE SNCF","QUAI DE BRAZZA","10 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","B",10,"","QUAI","DE BRAZZA","P9999Z","552049447",5599,"SA","SOCIETE NATIONALE SNCF","QUAI DE BRAZZA","10 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","TA",5,"","QUAI","DE BRAZZA","P9MBBH","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","5 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","TA",5,"","QUAI","DE BRAZZA","P998MW","444608442",5699,"SA","ENEDIS","QUAI DE BRAZZA","5 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","B",60,"","RUE","DE QUEYRIES","PBC56Z","U25999983",6540,"SCI","SCI DU 42 RUE DES DOUVES","RUE DE QUEYRIES","60 RUE DE QUEYRIES"
33,63,"BORDEAUX","AF","B",40,"","QUAI","DE BRAZZA","PBC6F5","456204940",5599,"SA","PRESSE ET EDITION DU SUD OUEST","QUAI DE BRAZZA","40 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","A",40,"","QUAI","DE BRAZZA","PBC6F5","456204940",5599,"SA","PRESSE ET EDITION DU SUD OUEST","QUAI DE BRAZZA","40 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","B",23,"","QUAI","DE BRAZZA","PBBXZG","781804141",4110,"EPIC","GRAND PORT MARITIME DE BORDEAUX","QUAI DE BRAZZA","23 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","C",23,"","QUAI","DE BRAZZA","PBC82W","213300635",7210,"COM","COMMUNE DE BORDEAUX","QUAI DE BRAZZA","23 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","E",31,"","QUAI","DE BRAZZA","PBBXZG","781804141",4110,"EPIC","GRAND PORT MARITIME DE BORDEAUX","QUAI DE BRAZZA","31 QUAI DE BRAZZA"
33,63,"BORDEAUX","AF","A",60,"","RUE","DE QUEYRIES","PBC56Z","U25999983",6540,"SCI","SCI DU 42 RUE DES DOUVES","RUE DE QUEYRIES","60 RUE DE QUEYRIES"
33,63,"BORDEAUX","AF","A",9,"","RUE","JOSEPH BONNET","PBG3VC","504566969",6540,"SCI","SAINSIBAR","RUE JOSEPH BONNET","9 RUE JOSEPH BONNET"
33,63,"BORDEAUX","AF","A",11,"","RUE","JOSEPH BONNET","PBDN3S","449046515",6540,"SCI","CC-QUEYRIES","RUE JOSEPH BONNET","11 RUE JOSEPH BONNET"
